S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
66.0,65.0,71.0,63.0,81.0,74.0,102.0,86.0,89.33333333333333,121.0,57.0,71.0,68.33333333333333,109.0,42.0,197.0,83.0,78.05128205128206,1975.881656804734,76.4,73.06666666666666,89.1111111111111,107.75
66.1,67.1,72.8,62.1,83.5,72.3,102.3,86.33333333333333,86.63333333333333,121.0,56.63333333333333,71.0,66.63333333333333,108.6,43.1,190.8,79.4,78.03333333333335,2016.6386587771203,76.78666666666668,73.24666666666667,88.08888888888887,105.475
66.2,69.2,74.6,61.2,86.0,70.6,102.6,86.66666666666667,83.93333333333334,121.0,56.266666666666666,71.0,64.93333333333334,108.2,44.2,184.6,75.8,78.01538461538462,2057.395660749507,77.17333333333333,73.42666666666666,87.06666666666666,103.2
66.3,71.3,76.4,60.3,88.5,68.9,102.9,87.0,81.23333333333333,121.0,55.9,71.0,63.233333333333334,107.8,45.3,178.4,72.2,77.9974358974359,2098.1526627218936,77.56,73.60666666666665,86.04444444444444,100.925
66.4,73.4,78.2,59.4,91.0,67.2,103.2,87.33333333333333,78.53333333333333,121.0,55.53333333333333,71.0,61.53333333333333,107.4,46.4,172.2,68.6,77.97948717948718,2138.90966469428,77.94666666666667,73.78666666666666,85.02222222222223,98.65
66.5,75.5,80.0,58.5,93.5,65.5,103.5,87.66666666666666,75.83333333333333,121.0,55.16666666666667,71.0,59.83333333333333,107.0,47.5,166.0,65.0,77.96153846153847,2179.6666666666665,78.33333333333334,73.96666666666667,84.0,96.375
66.6,77.6,81.8,57.6,96.0,63.8,103.8,88.0,73.13333333333333,121.0,54.800000000000004,71.0,58.13333333333333,106.6,48.6,159.8,61.4,77.94358974358975,2220.423668639053,78.72,74.14666666666666,82.97777777777777,94.1
66.7,79.7,83.6,56.7,98.5,62.1,104.1,88.33333333333333,70.43333333333334,121.0,54.43333333333334,71.0,56.43333333333334,106.2,49.7,153.6,57.8,77.92564102564103,2261.18067061144,79.10666666666667,74.32666666666665,81.95555555555556,91.825
66.8,81.8,85.4,55.8,101.0,60.4,104.4,88.66666666666666,67.73333333333333,121.0,54.06666666666667,71.0,54.733333333333334,105.8,50.8,147.4,54.2,77.90769230769232,2301.9376725838265,79.49333333333334,74.50666666666666,80.93333333333334,89.55
66.9,83.9,87.2,54.9,103.5,58.7,104.7,89.0,65.03333333333333,121.0,53.7,71.0,53.03333333333333,105.4,51.9,141.2,50.6,77.88974358974359,2342.6946745562127,79.88,74.68666666666667,79.91111111111113,87.275
67.0,86.0,89.0,54.0,106.0,57.0,105.0,89.33333333333333,62.333333333333336,121.0,53.333333333333336,71.0,51.333333333333336,105.0,53.0,135.0,47.0,77.87179487179488,2383.4516765285994,80.26666666666667,74.86666666666666,78.8888888888889,85.0
73.0,86.2,84.0,52.6,100.2,58.3,105.3,86.69999999999999,62.900000000000006,116.73333333333333,52.800000000000004,71.0,53.0,102.1,55.4,125.3,46.5,77.13333333333334,2320.244970414201,80.76,73.3,77.47777777777779,82.325
79.0,86.4,79.0,51.2,94.4,59.6,105.6,84.06666666666666,63.46666666666667,112.46666666666667,52.266666666666666,71.0,54.66666666666667,99.2,57.8,115.6,46.0,76.3948717948718,2257.0382642998024,81.25333333333333,71.73333333333333,76.06666666666668,79.65
85.0,86.6,74.0,49.8,88.6,60.9,105.9,81.43333333333334,64.03333333333333,108.2,51.733333333333334,71.0,56.333333333333336,96.3,60.2,105.9,45.5,75.65641025641025,2193.831558185404,81.74666666666667,70.16666666666666,74.65555555555557,76.975
91.0,86.8,69.0,48.4,82.8,62.2,106.2,78.8,64.6,103.93333333333334,51.2,71.0,58.0,93.4,62.6,96.2,45.0,74.91794871794872,2130.624852071006,82.24,68.6,73.24444444444445,74.3
97.0,87.0,64.0,47.0,77.0,63.5,106.5,76.16666666666666,65.16666666666667,99.66666666666666,50.66666666666667,71.0,59.66666666666667,90.5,65.0,86.5,44.5,74.17948717948718,2067.4181459566075,82.73333333333333,67.03333333333333,71.83333333333334,71.625
103.0,87.2,59.0,45.6,71.2,64.8,106.8,73.53333333333333,65.73333333333333,95.39999999999999,50.13333333333333,71.0,61.333333333333336,87.6,67.4,76.80000000000001,44.0,73.44102564102565,2004.211439842209,83.22666666666667,65.46666666666667,70.42222222222222,68.95
109.0,87.4,54.0,44.2,65.4,66.1,107.1,70.9,66.3,91.13333333333333,49.6,71.0,63.0,84.7,69.8,67.10000000000001,43.5,72.70256410256411,1941.0047337278106,83.72,63.9,69.0111111111111,66.275
115.0,87.6,49.0,42.8,59.6,67.4,107.4,68.26666666666667,66.86666666666667,86.86666666666666,49.06666666666667,71.0,64.66666666666667,81.8,72.2,57.400000000000006,43.0,71.96410256410256,1877.7980276134122,84.21333333333334,62.333333333333336,67.6,63.6
121.0,87.8,44.0,41.4,53.800000000000004,68.7,107.7,65.63333333333333,67.43333333333334,82.6,48.53333333333333,71.0,66.33333333333333,78.9,74.6,47.7,42.5,71.22564102564102,1814.591321499014,84.70666666666666,60.766666666666666,66.18888888888888,60.925
127.0,88.0,39.0,40.0,48.0,70.0,108.0,63.0,68.0,78.33333333333333,48.0,71.0,68.0,76.0,77.0,38.0,42.0,70.48717948717949,1751.3846153846155,85.2,59.2,64.77777777777777,58.25
121.9,87.5,40.3,40.3,47.4,72.5,108.2,63.7,67.7,78.6,46.13333333333333,70.3,67.23333333333333,72.7,79.2,41.4,43.0,70.13589743589743,1760.3617357001974,84.32000000000001,59.54666666666667,64.14444444444445,59.075
116.8,87.0,41.6,40.6,46.8,75.0,108.4,64.4,67.4,78.86666666666666,44.266666666666666,69.6,66.46666666666667,69.4,81.4,44.8,44.0,69.78461538461538,1769.3388560157794,83.44,59.89333333333334,63.511111111111106,59.9
111.7,86.5,42.9,40.9,46.2,77.5,108.6,65.1,67.1,79.13333333333333,42.4,68.9,65.7,66.1,83.6,48.2,45.0,69.43333333333334,1778.315976331361,82.56,60.24,62.87777777777777,60.725
106.6,86.0,44.2,41.2,45.6,80.0,108.8,65.8,66.8,79.39999999999999,40.53333333333333,68.2,64.93333333333334,62.8,85.8,51.6,46.0,69.08205128205128,1787.293096646943,81.68,60.586666666666666,62.24444444444444,61.55
101.5,85.5,45.5,41.5,45.0,82.5,109.0,66.5,66.5,79.66666666666666,38.666666666666664,67.5,64.16666666666667,59.5,88.0,55.0,47.0,68.73076923076923,1796.270216962525,80.80000000000001,60.93333333333334,61.611111111111114,62.375
96.4,85.0,46.8,41.8,44.4,85.0,109.2,67.2,66.2,79.93333333333334,36.8,66.8,63.400000000000006,56.2,90.2,58.4,48.0,68.37948717948717,1805.247337278107,79.92,61.28,60.97777777777778,63.2
91.30000000000001,84.5,48.1,42.1,43.8,87.5,109.4,67.9,65.9,80.2,34.93333333333334,66.1,62.63333333333333,52.900000000000006,92.4,61.8,49.0,68.02820512820512,1814.2244575936888,79.04,61.626666666666665,60.34444444444445,64.025
86.2,84.0,49.4,42.4,43.2,90.0,109.6,68.6,65.6,80.46666666666667,33.06666666666666,65.4,61.86666666666667,49.6,94.6,65.2,50.0,67.67692307692307,1823.2015779092706,78.16000000000001,61.97333333333333,59.711111111111116,64.85
81.1,83.5,50.7,42.7,42.6,92.5,109.8,69.3,65.3,80.73333333333333,31.2,64.7,61.1,46.3,96.8,68.6,51.0,67.32564102564102,1832.1786982248525,77.28,62.32,59.07777777777778,65.675
76.0,83.0,52.0,43.0,42.0,95.0,110.0,70.0,65.0,81.0,29.333333333333332,64.0,60.333333333333336,43.0,99.0,72.0,52.0,66.97435897435896,1841.1558185404344,76.4,62.666666666666664,58.44444444444445,66.5
74.8,80.1,53.6,44.5,42.5,94.4,106.8,70.5,66.1,81.0,29.099999999999998,65.0,60.7,45.3,94.5,70.4,53.0,66.85384615384615,1801.5195266272194,75.34,63.239999999999995,58.73333333333334,65.8
73.6,77.2,55.2,46.0,43.0,93.8,103.6,71.0,67.2,81.0,28.866666666666667,66.0,61.06666666666667,47.6,90.0,68.8,54.0,66.73333333333332,1761.8832347140044,74.28,63.81333333333333,59.022222222222226,65.1
72.4,74.3,56.8,47.5,43.5,93.2,100.4,71.5,68.3,81.0,28.633333333333333,67.0,61.43333333333334,49.9,85.5,67.2,55.0,66.6128205128205,1722.2469428007894,73.22,64.38666666666667,59.31111111111112,64.4
71.2,71.4,58.4,49.0,44.0,92.6,97.2,72.0,69.4,81.0,28.4,68.0,61.800000000000004,52.2,81.0,65.6,56.0,66.49230769230769,1682.6106508875744,72.16,64.96000000000001,59.6,63.7
70.0,68.5,60.0,50.5,44.5,92.0,94.0,72.5,70.5,81.0,28.166666666666664,69.0,62.16666666666667,54.5,76.5,64.0,57.0,66.37179487179486,1642.9743589743593,71.1,65.53333333333333,59.88888888888889,63.0
68.8,65.6,61.6,52.0,45.0,91.4,90.8,73.0,71.6,81.0,27.933333333333334,70.0,62.53333333333333,56.8,72.0,62.4,58.0,66.25128205128205,1603.3380670611443,70.04,66.10666666666667,60.177777777777784,62.3
67.6,62.7,63.2,53.5,45.5,90.8,87.6,73.5,72.7,81.0,27.7,71.0,62.9,59.099999999999994,67.5,60.8,59.0,66.13076923076923,1563.7017751479293,68.98,66.68,60.46666666666667,61.6
66.4,59.8,64.8,55.0,46.0,90.2,84.4,74.0,73.8,81.0,27.466666666666665,72.0,63.266666666666666,61.4,63.0,59.2,60.0,66.01025641025642,1524.0654832347143,67.92,67.25333333333333,60.75555555555556,60.9
65.2,56.900000000000006,66.4,56.5,46.5,89.6,81.2,74.5,74.9,81.0,27.233333333333334,73.0,63.63333333333333,63.7,58.5,57.6,61.0,65.88974358974359,1484.4291913214993,66.86,67.82666666666667,61.044444444444444,60.2
64.0,54.0,68.0,58.0,47.0,89.0,78.0,75.0,76.0,81.0,27.0,74.0,64.0,66.0,54.0,56.0,62.0,65.76923076923077,1444.7928994082843,65.8,68.4,61.333333333333336,59.5
62.6,55.6,67.4,56.1,48.7,88.2,81.33333333333333,81.03333333333333,75.93333333333334,78.06666666666666,27.833333333333332,69.9,62.4,72.5,53.4,58.6,63.4,65.77692307692308,1558.5191321499017,67.33333333333333,67.32000000000001,60.611111111111114,61.975
61.2,57.2,66.8,54.2,50.4,87.4,84.66666666666667,87.06666666666666,75.86666666666666,75.13333333333333,28.666666666666668,65.8,60.8,79.0,52.8,61.2,64.8,65.78461538461539,1672.2453648915189,68.86666666666666,66.24000000000001,59.88888888888889,64.45
59.8,58.8,66.2,52.3,52.1,86.6,88.0,93.1,75.8,72.2,29.5,61.7,59.2,85.5,52.2,63.8,66.2,65.7923076923077,1785.9715976331363,70.39999999999999,65.16000000000001,59.16666666666667,66.925
58.4,60.4,65.6,50.4,53.8,85.8,91.33333333333333,99.13333333333334,75.73333333333333,69.26666666666667,30.333333333333336,57.6,57.6,92.0,51.6,66.4,67.6,65.80000000000001,1899.6978303747537,71.93333333333332,64.08,58.44444444444445,69.4
