S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
6.75,15.0,39.75,35.25,6.75,48.0,39.25,28.0,21.0,12.75,19.0,20.25,6.75,9.75,27.0,24.75,16.5,22.961538461538463,955.3668639053253,21.0,27.375,21.0,17.25,21.75
7.275,13.5,37.8,34.425,7.2,45.525,38.55,25.75,21.0,12.75,18.5,19.575,6.975,8.775,26.025,25.65,17.475,22.217307692307696,895.8150887573963,20.85,26.00625,20.442857142857143,17.2125,21.75
7.8,12.0,35.85,33.6,7.65,43.05,37.85,23.5,21.0,12.75,18.0,18.9,7.2,7.8,25.05,26.55,18.45,21.473076923076924,836.2633136094673,20.7,24.6375,19.885714285714286,17.175,21.75
8.325,10.5,33.9,32.775,8.1,40.575,37.15,21.25,21.0,12.75,17.5,18.225,7.425,6.825,24.075,27.45,19.425,20.728846153846156,776.7115384615383,20.55,23.26875,19.32857142857143,17.1375,21.75
8.85,9.0,31.95,31.95,8.55,38.1,36.45,19.0,21.0,12.75,17.0,17.55,7.65,5.85,23.1,28.35,20.4,19.984615384615385,717.1597633136095,20.4,21.9,18.771428571428572,17.1,21.75
9.375,7.5,30.0,31.125,9.0,35.625,35.75,16.75,21.0,12.75,16.5,16.875,7.875,4.875,22.125,29.25,21.375,19.240384615384617,657.6079881656805,20.25,20.53125,18.214285714285715,17.0625,21.75
9.9,6.0,28.05,30.3,9.45,33.15,35.05,14.5,21.0,12.75,16.0,16.2,8.1,3.9000000000000004,21.15,30.15,22.35,18.496153846153845,598.0562130177515,20.1,19.1625,17.65714285714286,17.025,21.75
10.425,4.5,26.1,29.475,9.9,30.675,34.35,12.25,21.0,12.75,15.5,15.524999999999999,8.325,2.925,20.175,31.05,23.325,17.751923076923077,538.5044378698226,19.95,17.793750000000003,17.1,16.9875,21.75
10.95,3.0,24.15,28.65,10.35,28.2,33.65,10.0,21.0,12.75,15.0,14.85,8.55,1.9500000000000002,19.2,31.95,24.3,17.00769230769231,478.95266272189355,19.8,16.425,16.542857142857144,16.95,21.75
11.475000000000001,1.5,22.2,27.825,10.8,25.724999999999998,32.95,7.75,21.0,12.75,14.5,14.175,8.775,0.9749999999999996,18.225,32.85,25.275,16.263461538461538,419.4008875739646,19.65,15.05625,15.985714285714286,16.9125,21.75
12.0,0.0,20.25,27.0,11.25,23.25,32.25,5.5,21.0,12.75,14.0,13.5,9.0,0.0,17.25,33.75,26.25,15.519230769230768,359.8491124260356,19.5,13.6875,15.428571428571429,16.875,21.75
11.55,0.975,20.475,25.275,11.025,22.8,31.525,5.175,20.15,13.575,14.275,15.55,9.1,1.575,18.0,32.325,25.35,15.496153846153845,352.9201183431954,18.4125,13.81875,15.621428571428572,16.95,21.675
11.1,1.95,20.7,23.55,10.8,22.35,30.8,4.85,19.3,14.4,14.55,17.6,9.2,3.15,18.75,30.9,24.45,15.473076923076922,345.99112426035515,17.325,13.95,15.814285714285715,17.025,21.6
10.65,2.925,20.925,21.825,10.575,21.9,30.075,4.525,18.45,15.225,14.825,19.65,9.3,4.725,19.5,29.475,23.55,15.45,339.06213017751486,16.2375,14.08125,16.007142857142856,17.1,21.525
