S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
0,0,72,0,0,0,0,0,0,0,0,18,0,0,27,0,84,6.923076923076923,375.76331360946756,0.0,18.0,2.5714285714285716,0.0,55.5
0,0,0,0,0,0,0,0,0,0,0,9,0,0,18,0,9,0.6923076923076923,5.75147928994083,0.0,0.0,1.2857142857142858,0.0,13.5
0,0,0,0,0,0,0,0,0,0,0,9,0,0,18,0,27,0.6923076923076923,5.75147928994083,0.0,0.0,1.2857142857142858,0.0,22.5
0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9,0.6923076923076923,5.75147928994083,0.0,0.0,1.2857142857142858,4.5,9.0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,18,0.0,0.0,0.0,0.0,0.0,4.5,24.0
0,0,0,0,0,0,0,0,0,0,0,0,9,0,60,0,18,0.6923076923076923,5.75147928994083,0.0,0.0,1.2857142857142858,0.0,39.0
0,0,0,0,0,0,0,0,0,0,0,0,9,0,51,0,9,0.6923076923076923,5.75147928994083,0.0,0.0,1.2857142857142858,0.0,30.0
0,0,0,0,0,315,0,0,0,0,0,0,4,0,51,0,9,24.53846153846154,7031.78698224852,0.0,78.75,0.5714285714285714,0.0,30.0
0,0,0,0,0,1530,4,0,276,51,0,0,66,0,108,0,0,148.23076923076923,164492.94674556213,0.0,382.5,56.714285714285715,0.0,54.0
0,9,9,0,0,1038,9,4,276,51,91,66,66,0,99,0,21,124.53846153846153,74757.32544378699,0.0,264.0,80.42857142857143,0.0,60.0
9,9,138,75,0,2022,0,60,531,219,0,159,64,0,30,117,147,252.76923076923077,280431.86982248526,42.0,542.25,147.57142857142858,58.5,88.5
30,36,300,114,0,1866,0,60,1452,642,0,216,126,0,21,204,156,372.46153846153845,336176.0946745562,72.0,550.5,356.57142857142856,102.0,88.5
111,198,870,186,0,2142,147,285,1452,642,0,216,126,0,30,45,249,490.38461538461536,383909.0059171598,148.5,802.5,409.7142857142857,22.5,139.5
279,234,636,501,0,1386,147,624,1588,796,0,307,321,30,30,9,453,524.5384615384615,222761.32544378703,390.0,564.0,540.4285714285714,19.5,241.5
345,393,786,537,0,1050,345,624,1044,1017,0,471,516,9,9,30,639,548.3076923076923,114963.44378698224,441.0,557.25,573.8571428571429,19.5,324.0
417,606,1026,510,0,1038,687,706,1044,1017,0,603,490,18,0,9,477,626.4615384615385,117521.6331360947,463.5,667.5,649.5714285714286,13.5,238.5
966,570,795,534,0,762,630,633,1056,864,2145,720,465,81,0,9,333,780.0,218580.9230769231,750.0,531.75,930.4285714285714,45.0,166.5
669,801,510,537,0,477,552,633,1092,612,1542,888,439,57,18,18,216,673.2307692307693,123421.100591716,603.0,447.0,822.5714285714286,37.5,117.0
531,609,429,378,0,486,504,607,1092,612,939,888,414,66,18,84,162,576.0769230769231,71758.22485207101,454.5,381.0,722.2857142857143,75.0,90.0
588,606,483,849,0,441,504,594,879,516,817,889,384,27,0,9,96,580.7692307692307,55981.40828402367,718.5,382.5,654.7142857142857,18.0,48.0
525,738,513,603,0,309,561,594,651,546,696,729,297,0,54,9,99,520.1538461538462,39906.74556213017,564.0,390.0,582.0,4.5,76.5
501,1170,897,495,0,354,702,688,651,546,510,435,297,63,18,9,39,557.3846153846154,75510.85207100592,498.0,605.25,547.0,36.0,28.5
597,1170,474,1029,0,597,627,624,510,561,324,438,394,108,30,21,123,565.0,78822.46153846155,813.0,560.25,496.85714285714283,64.5,76.5
450,324,528,828,0,360,762,624,330,330,327,435,456,30,117,21,195,442.61538461538464,42041.92899408283,639.0,303.0,466.2857142857143,25.5,156.0
603,255,504,591,0,462,915,753,330,330,330,435,456,48,18,27,120,458.7692307692308,49028.48520710058,597.0,305.25,507.0,37.5,69.0
666,435,423,378,0,528,915,447,247,409,366,408,388,9,18,72,102,431.53846153846155,40671.94082840237,522.0,346.5,454.2857142857143,40.5,60.0
417,417,369,468,0,408,622,447,207,315,402,390,321,63,72,42,102,367.9230769230769,19627.91715976331,442.5,298.5,386.2857142857143,52.5,87.0
342,240,306,459,0,243,804,364,207,315,402,213,310,9,84,9,99,323.46153846153845,30910.248520710058,400.5,197.25,373.57142857142856,9.0,91.5
336,219,360,321,0,186,498,315,189,291,402,147,300,33,51,9,132,274.15384615384613,14757.976331360947,328.5,191.25,306.0,21.0,91.5
606,297,288,297,0,114,369,315,144,162,432,177,289,75,48,48,105,268.46153846153845,22038.710059171597,451.5,174.75,269.7142857142857,61.5,76.5
297,315,261,159,0,120,462,327,144,162,462,177,279,42,39,48,81,243.46153846153845,16511.32544378698,228.0,174.0,287.57142857142856,45.0,60.0
183,375,306,102,0,87,462,318,205,196,391,162,157,9,0,27,69,226.46153846153845,16754.094674556214,142.5,192.0,270.14285714285717,18.0,34.5
120,264,201,150,0,129,408,318,246,195,321,72,81,78,0,36,18,192.69230769230768,12450.674556213018,135.0,148.5,234.42857142857142,57.0,9.0
57,93,213,144,0,174,348,262,246,195,238,195,81,54,33,99,57,172.76923076923077,8442.946745562129,100.5,120.0,223.57142857142858,76.5,45.0
102,114,249,372,228,324,189,171,127,165,156,243,147,9,42,120,48,199.0,6095.538461538462,237.0,228.75,171.14285714285714,64.5,45.0
90,81,126,270,195,255,234,171,96,228,183,204,162,111,36,18,72,176.53846153846155,3682.8639053254437,180.0,164.25,182.57142857142858,64.5,54.0
90,141,84,120,90,78,162,130,96,228,210,204,162,105,60,0,156,138.07692307692307,2467.4556213017754,105.0,98.25,170.28571428571428,52.5,108.0
93,102,123,126,105,57,162,120,78,147,130,216,118,48,72,9,69,121.3076923076923,1449.7514792899408,109.5,96.75,138.71428571428572,28.5,70.5
72,171,183,66,87,57,135,120,102,51,51,84,27,30,51,30,36,92.76923076923077,2094.1775147929,69.0,124.5,81.42857142857143,30.0,43.5
51,210,144,258,54,87,81,142,102,51,60,84,27,9,30,21,57,103.92307692307692,4246.224852071006,154.5,123.75,78.14285714285714,15.0,43.5
48,18,45,285,72,66,90,183,85,57,69,159,27,36,30,39,36,92.61538461538461,5134.082840236687,166.5,50.25,95.71428571428571,37.5,33.0
36,84,27,81,75,51,135,183,69,39,87,138,18,18,30,30,18,78.6923076923077,2176.828402366864,58.5,59.25,95.57142857142857,24.0,24.0
42,63,48,93,156,156,360,126,69,39,105,138,18,9,63,0,9,108.6923076923077,7225.136094674558,67.5,105.75,122.14285714285714,4.5,36.0
147,84,132,51,189,63,360,120,90,58,67,91,60,72,30,42,57,116.3076923076923,6488.9822485207105,99.0,117.0,120.85714285714286,57.0,43.5
39,105,48,39,63,18,216,120,90,30,30,75,102,63,51,54,9,75.0,2655.6923076923076,39.0,58.5,94.71428571428571,58.5,30.0
69,147,57,27,66,9,63,121,90,30,24,66,90,9,60,21,0,66.07692307692308,1435.9171597633137,48.0,69.75,69.14285714285714,15.0,30.0
111,9,57,9,66,21,72,111,54,24,18,27,78,18,18,9,63,50.53846153846154,1189.1715976331361,60.0,38.25,54.857142857142854,13.5,40.5
60,9,39,75,108,30,63,111,18,9,61,36,66,0,27,9,51,52.69230769230769,1028.0591715976332,67.5,46.5,52.0,4.5,39.0
39,45,48,21,9,27,54,88,18,9,105,36,54,0,81,9,9,42.53846153846154,759.9408284023668,30.0,32.25,52.0,4.5,45.0
39,69,48,9,66,9,54,57,9,72,73,36,27,0,69,9,9,43.69230769230769,543.9053254437869,24.0,48.0,46.857142857142854,4.5,39.0
30,51,18,18,84,9,27,57,0,87,42,27,0,21,39,153,51,34.61538461538461,749.9289940828402,24.0,40.5,34.285714285714285,87.0,45.0
18,9,66,9,0,27,111,57,0,87,21,36,0,0,18,174,69,33.92307692307692,1191.3017751479292,13.5,25.5,44.57142857142857,87.0,43.5
39,18,27,102,0,9,111,0,0,67,0,36,18,0,18,39,18,32.84615384615385,1343.3609467455626,70.5,13.5,33.142857142857146,19.5,18.0
30,27,27,9,18,21,18,0,9,21,13,27,9,0,0,18,0,17.615384615384617,76.54437869822485,19.5,23.25,13.857142857142858,9.0,0.0
21,21,27,0,36,30,36,4,9,21,27,27,9,0,21,18,105,20.615384615384617,127.3136094674556,10.5,28.5,19.0,9.0,63.0
