S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
0,0,9,45,0,33,4,0,45,0,0,18,0,0,72,9,81,11.846153846153847,287.36094674556205,22.5,10.5,9.571428571428571,4.5,76.5
0,9,18,0,0,33,0,0,45,0,0,0,0,0,114,0,60,8.076923076923077,205.45562130177518,0.0,15.0,6.428571428571429,0.0,87.0
0,27,144,0,0,0,9,0,22,0,0,0,0,0,51,0,30,15.538461538461538,1453.1715976331354,0.0,42.75,4.428571428571429,0.0,40.5
9,18,216,0,0,9,9,0,0,9,0,0,0,0,18,0,0,20.76923076923077,3207.408284023667,4.5,60.75,2.5714285714285716,0.0,9.0
0,9,90,0,0,54,0,0,0,9,0,0,0,9,27,0,0,12.461538461538462,704.5562130177517,0.0,38.25,1.2857142857142858,4.5,13.5
9,0,9,0,0,0,0,0,0,9,33,0,4,9,9,30,18,4.923076923076923,79.45562130177515,4.5,2.25,6.571428571428571,19.5,13.5
0,0,0,9,0,45,0,0,0,0,66,0,0,9,99,21,18,9.23076923076923,411.8698224852071,4.5,11.25,9.428571428571429,15.0,58.5
9,0,0,0,0,753,0,10,0,0,33,0,0,0,102,0,0,61.92307692307692,39879.30177514793,4.5,188.25,6.142857142857143,0.0,51.0
9,0,9,0,0,978,0,51,402,277,0,45,82,9,63,0,18,142.53846153846155,72477.325443787,4.5,246.75,122.42857142857143,4.5,40.5
9,0,45,30,57,1206,0,51,957,1164,4,108,375,9,27,0,81,308.15384615384613,203990.59171597633,19.5,327.0,379.85714285714283,4.5,54.0
48,27,147,105,309,1458,9,66,957,1164,9,108,375,0,66,0,69,367.84615384615387,225032.59171597633,76.5,485.25,384.0,0.0,67.5
303,171,354,282,216,1830,9,123,1422,1678,675,352,762,0,72,0,36,629.0,353174.1538461539,292.5,642.75,717.2857142857143,0.0,54.0
