S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
9,21,72,123,0,0,93,76,9,0,0,18,0,0,51,9,9,32.38461538461539,1694.6982248520708,66.0,23.25,28.0,4.5,30.0
9,0,0,69,0,0,93,0,9,0,4,27,9,0,42,9,18,16.923076923076923,821.1479289940833,39.0,0.0,20.285714285714285,4.5,30.0
0,9,18,0,0,0,55,0,9,0,9,18,9,0,30,0,9,9.76923076923077,212.02366863905317,0.0,6.75,14.285714285714286,0.0,19.5
21,30,9,0,0,0,0,0,9,0,9,0,9,0,9,0,0,6.6923076923076925,83.28994082840237,10.5,9.75,3.857142857142857,0.0,4.5
0,21,0,0,60,0,0,0,4,0,9,0,9,0,21,0,9,7.923076923076923,261.7633136094675,0.0,20.25,3.142857142857143,0.0,15.0
0,0,9,9,0,0,9,0,9,18,13,0,0,0,51,0,48,5.153846153846154,36.28402366863906,4.5,2.25,7.0,0.0,49.5
9,0,9,9,0,0,0,10,9,18,18,0,0,90,30,0,30,6.3076923076923075,42.67455621301776,9.0,2.25,7.857142857142857,45.0,30.0
0,0,0,9,0,165,0,0,21,9,40,9,18,0,0,0,0,20.846153846153847,1860.2840236686388,4.5,41.25,13.857142857142858,0.0,0.0
30,0,9,9,0,570,4,0,90,0,63,9,45,0,9,99,9,63.76923076923077,22099.10059171597,19.5,144.75,30.142857142857142,49.5,9.0
81,0,27,129,123,750,9,10,90,0,127,27,45,0,42,159,9,109.07692307692308,36465.60946745562,105.0,225.0,44.0,79.5,25.5
408,120,105,495,303,969,168,900,381,304,192,246,646,9,51,138,30,402.84615384615387,72959.66863905327,451.5,374.25,405.2857142857143,73.5,40.5
1221,726,327,783,324,1482,294,900,624,1356,408,534,1053,9,48,174,18,771.6923076923077,152507.2899408284,1002.0,714.75,738.4285714285714,91.5,33.0
720,1062,651,816,618,2226,135,637,624,1356,624,534,1053,87,39,318,165,850.4615384615385,238895.7869822485,768.0,1139.25,709.0,202.5,102.0
885,1134,735,699,552,894,135,1128,1215,1345,867,723,1035,123,63,306,231,872.8461538461538,93789.5147928994,792.0,828.75,921.1428571428571,214.5,147.0
945,1050,930,630,723,726,364,1128,1269,1149,1110,972,912,18,99,336,447,916.0,57190.15384615385,787.5,857.25,986.2857142857143,177.0,273.0
996,1314,723,630,1416,486,675,933,1269,1149,960,1002,912,84,0,405,264,958.8461538461538,72423.05325443787,813.0,984.75,985.7142857142857,244.5,132.0
822,762,588,627,1461,666,708,1026,966,1071,811,1125,756,108,21,381,102,876.0769230769231,55742.840236686396,724.5,869.25,923.2857142857143,244.5,61.5
912,621,492,849,690,702,432,1026,618,897,662,504,639,153,54,333,279,695.6923076923077,29517.44378698225,880.5,626.25,682.5714285714286,243.0,166.5
714,609,561,639,558,642,798,846,618,897,0,504,639,129,33,333,597,617.3076923076923,44210.98224852071,676.5,592.5,614.5714285714286,231.0,315.0
627,510,531,675,432,432,798,663,604,835,0,625,582,93,78,234,816,562.6153846153846,39758.23668639054,651.0,476.25,586.7142857142857,163.5,447.0
702,738,417,909,504,645,804,663,522,585,0,645,297,114,96,252,378,571.6153846153846,51147.15976331361,805.5,576.0,502.2857142857143,183.0,237.0
693,930,534,495,741,489,651,690,522,585,0,633,297,198,18,276,399,558.4615384615385,47123.78698224853,594.0,673.5,482.57142857142856,237.0,208.5
777,741,588,567,609,489,498,474,522,504,0,534,450,309,0,273,339,519.4615384615385,31458.248520710054,672.0,606.75,426.0,291.0,169.5
