S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
0.0,0.0,20.25,11.25,7.5,8.25,3.25,0.0,15.0,1.0,0.0,10.0,1.0,4.5,57.0,2.25,51.0,5.961538461538462,183.4526627218935,5.625,9.0,4.321428571428571,3.375,54.0
0.0,4.5,4.5,0.0,0.0,8.25,3.25,0.0,13.5,0.0,0.0,5.5,64.5,0.0,59.25,0.0,27.0,8.0,1209.7189349112425,0.0,4.3125,12.392857142857142,0.0,43.125
0.0,6.75,38.25,0.0,0.0,2.25,6.75,0.0,7.75,0.0,0.0,2.25,64.5,0.0,40.5,0.0,29.25,9.884615384615385,1527.7278106508877,0.0,11.8125,11.607142857142858,0.0,34.875
2.25,4.5,56.25,0.0,0.0,2.25,21.0,2.25,1.0,3.25,0.0,2.25,33.25,2.25,35.25,2.25,15.0,9.865384615384617,1174.366863905325,1.125,15.75,9.0,2.25,25.125
0.0,4.5,22.5,0.0,2.25,13.5,18.75,2.25,0.0,4.5,0.0,0.0,0.0,4.5,38.25,2.25,17.25,5.25,275.0325443786983,0.0,10.6875,3.642857142857143,3.375,27.75
7.5,0.0,2.25,0.0,0.0,0.0,0.0,1.0,0.0,4.5,8.25,0.0,3.25,2.25,50.25,7.5,31.5,2.0576923076923075,30.745562130177518,3.75,0.5625,2.4285714285714284,4.875,40.875
5.25,0.0,15.0,2.25,0.0,15.75,0.0,0.0,0.0,1.0,16.5,0.0,3.25,2.25,56.25,7.5,24.0,4.538461538461538,177.36982248520712,3.75,7.6875,2.9642857142857144,4.875,40.125
4.5,0.0,19.5,2.25,51.75,535.5,1.0,2.5,21.75,21.75,11.25,6.75,10.0,0.0,73.5,2.25,2.25,52.96153846153847,27817.198224852073,3.375,151.6875,10.714285714285714,1.125,37.875
12.75,0.0,64.5,186.0,43.5,1188.75,3.25,19.0,201.75,157.0,6.0,39.0,55.0,2.25,78.75,0.0,19.5,152.03846153846155,119464.94082840235,99.375,324.1875,68.71428571428571,1.125,49.125
85.5,7.5,90.0,65.25,99.75,1461.0,13.5,78.25,498.25,464.25,32.75,135.0,161.25,2.25,65.25,0.0,37.5,245.55769230769232,177729.95562130178,75.375,414.5625,197.60714285714286,1.125,51.375
138.75,72.0,315.75,126.75,226.5,2055.0,29.25,182.25,924.0,588.25,14.25,352.5,310.0,0.0,66.75,29.25,117.75,410.40384615384613,317878.88165680476,132.75,667.3125,342.92857142857144,14.625,92.25
207.0,106.5,426.75,223.5,390.75,2016.0,45.0,172.5,1615.5,1063.75,187.0,448.0,499.5,0.0,54.0,53.25,94.5,569.3653846153846,396081.75147928996,215.25,735.0,575.8928571428571,26.625,74.25
413.25,448.5,646.5,433.5,602.25,2367.0,105.75,231.25,1830.0,1358.5,360.0,532.75,709.75,0.0,36.75,39.0,221.25,772.2307692307692,545592.9585798818,423.375,1016.0625,732.5714285714286,19.5,129.0
605.25,597.75,545.25,618.0,948.0,1557.0,176.5,414.25,1795.0,1450.75,281.0,628.25,732.75,9.75,37.5,63.0,284.25,796.1346153846154,321810.58875739644,611.625,912.0,782.6428571428571,36.375,160.875
598.5,697.5,648.75,685.5,1086.0,1170.0,385.0,589.75,1444.5,1402.5,202.5,710.25,764.5,4.5,48.0,48.75,295.5,798.8653846153846,200233.06508875743,642.0,900.5625,785.5714285714286,26.625,171.75
569.25,594.0,870.0,816.0,1059.0,1050.0,552.0,643.25,1273.0,1224.75,255.0,808.5,677.0,6.75,41.25,55.5,247.5,799.3653846153845,134816.62130177516,692.625,893.25,776.2142857142857,31.125,144.375
693.0,897.75,767.25,743.25,780.0,924.0,607.5,687.0,1154.25,1230.25,843.75,911.25,723.0,22.5,45.75,82.5,232.5,843.25,127870.92603550297,718.125,842.25,879.5714285714286,52.5,139.125
750.75,921.75,647.25,786.75,893.25,798.75,560.25,744.0,924.0,1063.75,735.5,835.75,703.75,30.0,39.0,41.25,233.25,797.3461538461539,81115.28698224854,768.75,815.25,795.2857142857143,35.625,136.125
645.75,852.75,620.25,795.75,483.0,607.5,532.75,772.0,894.25,898.5,627.75,733.0,707.25,47.25,63.75,50.25,153.0,705.4230769230769,55697.14497041421,720.75,640.875,737.9285714285714,48.75,108.375
679.5,885.0,666.0,747.75,438.0,640.5,572.5,665.5,824.25,736.0,594.5,728.5,764.25,26.25,48.75,60.0,139.5,687.8653846153846,47784.91715976331,713.625,657.375,697.9285714285714,43.125,94.125
681.0,855.75,678.75,674.25,464.25,586.5,574.0,638.5,714.0,673.0,561.75,582.0,663.25,9.0,54.75,83.25,130.5,642.0769230769231,39928.76331360947,677.625,646.3125,629.5,46.125,92.625
541.5,807.0,621.75,695.25,501.75,516.0,825.75,665.0,704.25,588.0,443.75,548.25,497.5,45.0,44.25,76.5,135.0,611.9807692307693,40678.65680473373,618.375,611.625,610.3571428571429,60.75,89.625
452.25,837.0,438.75,831.0,498.0,494.25,635.25,691.75,573.25,534.25,326.25,536.25,355.75,71.25,61.5,78.0,150.0,554.1538461538462,50233.20414201184,641.625,567.0,521.8214285714286,74.625,105.75
501.0,451.5,474.0,733.5,438.0,376.5,602.25,636.75,472.0,390.0,337.5,501.0,337.0,27.75,78.0,57.75,102.75,480.8461538461539,32487.085798816566,617.25,435.0,468.07142857142856,42.75,90.375
513.0,462.0,487.5,577.5,478.5,375.75,594.75,636.0,419.25,369.75,348.75,488.5,323.25,41.25,33.75,39.75,124.5,467.2692307692307,33137.93786982248,545.25,450.9375,454.32142857142856,40.5,79.125
417.75,528.0,361.5,430.5,516.75,393.0,556.0,513.0,361.75,394.75,383.5,409.75,296.0,53.25,54.0,60.75,125.25,427.86538461538464,30435.07100591716,424.125,449.8125,416.39285714285717,57.0,89.625
366.0,532.5,323.25,457.5,485.25,304.5,467.0,522.75,288.25,375.0,418.5,331.5,272.5,47.25,61.5,24.75,93.0,395.73076923076917,27528.982248520708,411.75,411.375,382.2142857142857,36.0,77.25
346.5,379.5,352.5,411.75,263.25,308.25,477.75,489.5,265.0,386.25,379.0,291.75,220.75,26.25,61.5,15.0,87.75,351.6730769230769,20336.775147929,379.125,325.875,358.57142857142856,20.625,74.625
359.25,367.5,327.0,333.0,254.25,231.0,312.0,483.75,249.0,329.25,339.75,292.5,225.25,37.5,39.0,30.0,87.0,315.6538461538462,19156.056213017753,346.125,294.9375,318.7857142857143,33.75,63.0
357.0,331.5,273.75,357.75,239.25,174.0,314.25,408.25,257.5,244.75,322.0,298.75,211.75,38.25,37.5,42.75,81.75,291.5769230769231,17002.313609467456,357.375,254.625,293.89285714285717,40.5,59.625
311.25,324.75,213.75,207.75,270.75,132.0,309.25,352.75,232.0,211.5,304.5,282.0,241.5,46.5,48.0,50.25,89.25,261.0576923076923,13316.94674556213,259.5,235.3125,276.2142857142857,48.375,68.625
252.0,338.25,296.25,174.75,243.0,124.5,331.75,306.0,214.25,227.75,261.5,279.0,200.5,24.0,57.75,48.75,111.0,249.96153846153845,13669.576923076922,213.375,250.5,260.10714285714283,36.375,84.375
249.0,301.5,264.0,176.25,222.75,182.25,274.5,310.75,244.75,195.0,183.0,121.5,146.5,33.75,55.5,38.25,72.0,220.90384615384616,13167.662721893494,212.625,242.625,210.85714285714286,36.0,63.75
143.25,207.75,170.25,155.25,120.0,168.75,232.5,247.0,223.5,188.25,159.25,147.75,135.0,30.0,60.75,42.0,51.0,176.80769230769232,7510.550295857988,149.25,166.6875,190.46428571428572,36.0,55.875
156.0,213.0,169.5,192.75,160.5,161.25,229.5,189.25,197.5,183.25,135.75,197.25,151.75,43.5,48.0,107.25,81.75,179.78846153846155,6773.46449704142,174.375,176.0625,183.46428571428572,75.375,64.875
180.0,151.5,191.25,225.0,172.5,142.5,217.5,157.0,131.25,193.75,106.0,200.5,130.75,51.0,72.75,51.0,84.75,169.19230769230768,5304.807692307692,202.5,164.4375,162.39285714285714,51.0,78.75
145.5,186.75,187.5,135.0,151.5,99.0,225.75,150.25,100.5,206.5,76.5,205.0,105.0,43.5,66.75,64.5,60.75,151.90384615384616,6637.3905325443775,140.25,156.1875,152.78571428571428,54.0,63.75
134.25,186.0,182.25,129.75,93.0,74.25,192.25,151.0,93.75,166.0,59.75,183.0,102.5,54.75,64.5,39.75,44.25,134.44230769230768,5273.538461538461,132.0,133.875,135.46428571428572,47.25,54.375
108.75,170.25,174.75,122.25,89.25,73.5,162.0,150.75,86.5,131.5,43.5,82.5,90.0,45.0,66.75,18.0,42.0,114.26923076923077,4030.5147928994083,115.5,126.9375,106.67857142857143,31.5,54.375
