S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
129.0,18.0,96.0,57.0,0.0,54.0,99.0,63.0,45.0,36.0,72.0,90.0,99.0,27.0,51.0,81.0,120.0,66.0,1222.6153846153848,80.0,63.75,54.0,69.75
120.9,17.1,103.8,58.5,1.8,52.8,100.8,66.9,45.0,36.6,72.6,92.1,99.9,29.4,54.3,77.1,117.0,66.83076923076923,1301.144378698225,77.4,65.925,54.6,69.45
112.8,16.2,111.6,60.0,3.6,51.6,102.6,70.8,45.0,37.2,73.2,94.2,100.8,31.8,57.6,73.2,114.0,67.66153846153846,1379.6733727810652,74.8,68.1,55.2,69.15
104.7,15.3,119.4,61.5,5.4,50.4,104.4,74.7,45.0,37.8,73.8,96.3,101.7,34.2,60.9,69.3,111.0,68.49230769230769,1458.2023668639054,72.2,70.275,55.8,68.85
96.6,14.4,127.2,63.0,7.2,49.2,106.2,78.6,45.0,38.4,74.4,98.4,102.6,36.6,64.2,65.4,108.0,69.32307692307693,1536.7313609467456,69.6,72.45,56.4,68.55
88.5,13.5,135.0,64.5,9.0,48.0,108.0,82.5,45.0,39.0,75.0,100.5,103.5,39.0,67.5,61.5,105.0,70.15384615384616,1615.2603550295858,67.0,74.625,57.0,68.25
80.4,12.6,142.8,66.0,10.8,46.8,109.8,86.4,45.0,39.6,75.6,102.6,104.4,41.4,70.8,57.6,102.0,70.98461538461538,1693.7893491124262,64.4,76.8,57.6,67.95
72.30000000000001,11.7,150.6,67.5,12.6,45.6,111.6,90.3,45.0,40.2,76.2,104.7,105.3,43.8,74.1,53.7,99.0,71.81538461538462,1772.3183431952664,61.8,78.975,58.2,67.65
64.2,10.8,158.4,69.0,14.4,44.4,113.4,94.2,45.0,40.8,76.8,106.8,106.2,46.2,77.4,49.8,96.0,72.64615384615385,1850.8473372781066,59.2,81.15,58.8,67.35
56.10000000000001,9.9,166.2,70.5,16.2,43.2,115.2,98.1,45.0,41.4,77.4,108.9,107.1,48.599999999999994,80.7,45.9,93.0,73.47692307692307,1929.3763313609468,56.599999999999994,83.325,59.4,67.05
48.0,9.0,174.0,72.0,18.0,42.0,117.0,102.0,45.0,42.0,78.0,111.0,108.0,51.0,84.0,42.0,90.0,74.3076923076923,2007.905325443787,54.0,85.5,60.0,66.75
