S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
36.0,27.0,156.0,93.0,90.0,72.0,90.0,39.0,126.0,18.0,0.0,129.0,45.0,93.0,39.0,48.0,48.0,70.84615384615384,2117.8224852071003,96.6,62.57142857142857,0.0,57.0
44.1,30.6,155.7,98.4,90.3,66.9,90.9,44.1,126.0,18.0,0.0,119.7,45.0,92.1,36.9,53.4,55.2,71.5153846153846,2144.7266272189345,95.46,64.62857142857143,0.0,59.4
52.2,34.2,155.4,103.8,90.6,61.8,91.8,49.2,126.0,18.0,0.0,110.4,45.0,91.2,34.8,58.8,62.4,72.18461538461538,2171.630769230769,94.32,66.68571428571428,0.0,61.8
60.3,37.8,155.1,109.2,90.9,56.7,92.7,54.3,126.0,18.0,0.0,101.1,45.0,90.3,32.7,64.2,69.6,72.85384615384615,2198.5349112426034,93.17999999999999,68.74285714285713,0.0,64.2
68.4,41.4,154.8,114.6,91.2,51.6,93.6,59.4,126.0,18.0,0.0,91.8,45.0,89.4,30.6,69.6,76.8,73.52307692307691,2225.439053254438,92.03999999999999,70.8,0.0,66.6
76.5,45.0,154.5,120.0,91.5,46.5,94.5,64.5,126.0,18.0,0.0,82.5,45.0,88.5,28.5,75.0,84.0,74.19230769230768,2252.3431952662722,90.9,72.85714285714286,0.0,69.0
84.6,48.6,154.2,125.4,91.8,41.400000000000006,95.4,69.6,126.0,18.0,0.0,73.19999999999999,45.0,87.6,26.4,80.4,91.2,74.86153846153846,2279.2473372781064,89.76,74.91428571428571,0.0,71.4
92.69999999999999,52.2,153.9,130.8,92.1,36.300000000000004,96.3,74.69999999999999,126.0,18.0,0.0,63.89999999999999,45.0,86.7,24.299999999999997,85.80000000000001,98.4,75.53076923076922,2306.151479289941,88.62,76.97142857142856,0.0,73.8
100.8,55.8,153.6,136.2,92.4,31.200000000000003,97.2,79.8,126.0,18.0,0.0,54.599999999999994,45.0,85.8,22.2,91.2,105.6,76.19999999999999,2333.0556213017753,87.48,79.02857142857142,0.0,76.2
108.89999999999999,59.4,153.3,141.6,92.7,26.1,98.1,84.9,126.0,18.0,0.0,45.3,45.0,84.9,20.099999999999998,96.6,112.8,76.86923076923077,2359.95976331361,86.34,81.08571428571429,0.0,78.6
117.0,63.0,153.0,147.0,93.0,21.0,99.0,90.0,126.0,18.0,0.0,36.0,45.0,84.0,18.0,102.0,120.0,77.53846153846153,2386.863905325444,85.2,83.14285714285714,0.0,81.0
119.4,69.3,149.1,138.3,85.5,27.0,98.1,96.3,123.3,21.1,0.0,40.5,47.2,84.9,21.3,99.0,127.5,78.08461538461538,2336.1928994082846,86.82000000000001,83.0,0.0,83.175
121.8,75.6,145.2,129.6,78.0,33.0,97.2,102.6,120.6,24.2,0.0,45.0,49.4,85.8,24.6,96.0,135.0,78.63076923076923,2285.5218934911245,88.44,82.85714285714285,0.0,85.35
124.2,81.9,141.3,120.9,70.5,39.0,96.3,108.9,117.9,27.3,0.0,49.5,51.6,86.7,27.9,93.0,142.5,79.17692307692307,2234.850887573965,90.06,82.71428571428571,0.0,87.525
126.6,88.2,137.4,112.2,63.0,45.0,95.4,115.2,115.2,30.4,0.0,54.0,53.8,87.6,31.2,90.0,150.0,79.72307692307692,2184.179881656805,91.68,82.57142857142857,0.0,89.7
129.0,94.5,133.5,103.5,55.5,51.0,94.5,121.5,112.5,33.5,0.0,58.5,56.0,88.5,34.5,87.0,157.5,80.26923076923077,2133.508875739645,93.30000000000001,82.42857142857142,0.0,91.875
131.4,100.8,129.6,94.80000000000001,48.0,57.0,93.6,127.8,109.8,36.6,0.0,63.0,58.2,89.4,37.8,84.0,165.0,80.81538461538462,2082.837869822485,94.92,82.28571428571428,0.0,94.05
133.8,107.1,125.7,86.10000000000001,40.5,63.0,92.7,134.1,107.1,39.7,0.0,67.5,60.400000000000006,90.3,41.099999999999994,81.0,172.5,81.36153846153846,2032.1668639053255,96.54,82.14285714285714,0.0,96.225
136.2,113.4,121.8,77.4,33.0,69.0,91.8,140.4,104.4,42.8,0.0,72.0,62.6,91.2,44.4,78.0,180.0,81.9076923076923,1981.4958579881659,98.16000000000001,82.0,0.0,98.4
138.6,119.69999999999999,117.9,68.7,25.5,75.0,90.9,146.7,101.7,45.900000000000006,0.0,76.5,64.8,92.1,47.7,75.0,187.5,82.45384615384616,1930.824852071006,99.78,81.85714285714285,0.0,100.575
141.0,126.0,114.0,60.0,18.0,81.0,90.0,153.0,99.0,49.0,0.0,81.0,67.0,93.0,51.0,72.0,195.0,83.0,1880.1538461538462,101.4,81.71428571428571,0.0,102.75
136.2,121.5,105.3,64.2,22.8,81.0,88.2,153.0,93.0,50.1,0.0,83.7,70.2,94.2,50.1,67.8,192.9,82.24615384615385,1833.7633136094676,98.88000000000001,82.11428571428571,0.0,101.25
131.4,117.0,96.6,68.4,27.6,81.0,86.4,153.0,87.0,51.2,0.0,86.4,73.4,95.4,49.2,63.6,190.8,81.49230769230769,1787.3727810650887,96.36,82.5142857142857,0.0,99.75
126.6,112.5,87.9,72.6,32.4,81.0,84.6,153.0,81.0,52.3,0.0,89.1,76.6,96.6,48.3,59.4,188.7,80.73846153846154,1740.98224852071,93.84,82.91428571428571,0.0,98.25
121.8,108.0,79.2,76.8,37.2,81.0,82.8,153.0,75.0,53.4,0.0,91.8,79.8,97.8,47.4,55.2,186.6,79.98461538461538,1694.5917159763314,91.32000000000001,83.3142857142857,0.0,96.75
117.0,103.5,70.5,81.0,42.0,81.0,81.0,153.0,69.0,54.5,0.0,94.5,83.0,99.0,46.5,51.0,184.5,79.23076923076923,1648.2011834319528,88.80000000000001,83.71428571428571,0.0,95.25
112.2,99.0,61.800000000000004,85.2,46.8,81.0,79.2,153.0,63.0,55.6,0.0,97.2,86.2,100.2,45.6,46.8,182.4,78.47692307692309,1601.810650887574,86.28,84.11428571428571,0.0,93.75
107.4,94.5,53.10000000000001,89.4,51.6,81.0,77.4,153.0,57.0,56.7,0.0,99.9,89.4,101.4,44.7,42.599999999999994,180.3,77.72307692307693,1555.4201183431953,83.76,84.5142857142857,0.0,92.25
102.6,90.0,44.400000000000006,93.6,56.4,81.0,75.6,153.0,51.0,57.8,0.0,102.6,92.6,102.6,43.8,38.4,178.2,76.96923076923078,1509.0295857988167,81.24000000000001,84.91428571428571,0.0,90.75
97.80000000000001,85.5,35.7,97.80000000000001,61.199999999999996,81.0,73.8,153.0,45.0,58.9,0.0,105.3,95.8,103.8,42.9,34.199999999999996,176.1,76.21538461538462,1462.6390532544378,78.72,85.3142857142857,0.0,89.25
93.0,81.0,27.0,102.0,66.0,81.0,72.0,153.0,39.0,60.0,0.0,108.0,99.0,105.0,42.0,30.0,174.0,75.46153846153847,1416.2485207100592,76.2,85.71428571428571,0.0,87.75
