S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3
31.05,15.3,26.7,16.8,18.15,27.0,19.55,9.75,21.15,26.55,22.3,57.55,25.75,19.2,24.75,24.0,32.4,24.58529411764706,477.0373702422145,24.495454545454546,24.075,25.0875
28.575,15.825,27.675,18.075,19.35,25.875,20.325,9.75,22.35,27.075,22.075,59.45,25.625,18.675,26.25,22.5,33.225,24.863235294117647,495.3475778546713,24.89090909090909,24.1125,25.1625
26.1,16.35,28.65,19.35,20.55,24.75,21.1,9.75,23.55,27.6,21.85,61.35,25.5,18.15,27.75,21.0,34.05,25.141176470588235,513.657785467128,25.286363636363635,24.15,25.2375
23.625,16.875,29.625,20.625,21.75,23.625,21.875,9.75,24.75,28.125,21.625,63.25,25.375,17.625,29.25,19.5,34.875,25.419117647058826,531.9679930795847,25.68181818181818,24.1875,25.3125
21.15,17.4,30.6,21.9,22.95,22.5,22.65,9.75,25.95,28.65,21.4,65.15,25.25,17.1,30.75,18.0,35.7,25.697058823529414,550.2782006920415,26.077272727272728,24.225,25.3875
18.675,17.925,31.575,23.174999999999997,24.15,21.375,23.425,9.75,27.15,29.175,21.175,67.05,25.125,16.575,32.25,16.5,36.525,25.975,568.5884083044982,26.472727272727273,24.2625,25.4625
16.2,18.45,32.55,24.45,25.35,20.25,24.2,9.75,28.35,29.7,20.95,68.95,25.0,16.05,33.75,15.0,37.35,26.25294117647059,586.898615916955,26.868181818181817,24.3,25.5375
13.724999999999998,18.975,33.525,25.725,26.549999999999997,19.125,24.975,9.75,29.549999999999997,30.225,20.725,70.85,24.875,15.524999999999999,35.25,13.5,38.175,26.53088235294118,605.2088235294117,27.263636363636365,24.3375,25.6125
11.25,19.5,34.5,27.0,27.75,18.0,25.75,9.75,30.75,30.75,20.5,72.75,24.75,15.0,36.75,12.0,39.0,26.808823529411768,623.5190311418685,27.65909090909091,24.375,25.6875
12.375,21.975,33.6,28.275,26.55,17.85,25.875,9.8,30.75,30.75,20.2,73.2,24.75,15.0,35.55,12.675,38.4,26.916176470588237,632.8987889273357,27.94090909090909,24.3,25.40625
13.5,24.45,32.7,29.55,25.35,17.7,26.0,9.85,30.75,30.75,19.9,73.65,24.75,15.0,34.35,13.35,37.8,27.02352941176471,642.2785467128027,28.222727272727273,24.225,25.125
14.625,26.925,31.8,30.825,24.15,17.55,26.125,9.9,30.75,30.75,19.6,74.1,24.75,15.0,33.15,14.025,37.2,27.13088235294118,651.6583044982699,28.504545454545454,24.15,24.84375
15.75,29.4,30.9,32.1,22.95,17.4,26.25,9.95,30.75,30.75,19.3,74.55,24.75,15.0,31.95,14.7,36.6,27.23823529411765,661.038062283737,28.786363636363635,24.075,24.5625
16.875,31.875,30.0,33.375,21.75,17.25,26.375,10.0,30.75,30.75,19.0,75.0,24.75,15.0,30.75,15.375,36.0,27.34558823529412,670.4178200692041,29.06818181818182,24.0,24.28125
18.0,34.35,29.1,34.65,20.55,17.1,26.5,10.05,30.75,30.75,18.7,75.45,24.75,15.0,29.55,16.05,35.4,27.45294117647059,679.7975778546713,29.35,23.925,24.0
19.125,36.825,28.2,35.925,19.35,16.95,26.625,10.1,30.75,30.75,18.4,75.9,24.75,15.0,28.35,16.725,34.8,27.56029411764706,689.1773356401384,29.631818181818183,23.85,23.71875
20.25,39.3,27.3,37.2,18.15,16.8,26.75,10.15,30.75,30.75,18.1,76.35,24.75,15.0,27.15,17.4,34.2,27.66764705882353,698.5570934256056,29.913636363636364,23.775,23.4375
21.375,41.775000000000006,26.4,38.475,16.950000000000003,16.65,26.875,10.2,30.75,30.75,17.8,76.8,24.75,15.0,25.950000000000003,18.075,33.6,27.775000000000002,707.9368512110726,30.195454545454545,23.7,23.15625
22.5,44.25,25.5,39.75,15.75,16.5,27.0,10.25,30.75,30.75,17.5,77.25,24.75,15.0,24.75,18.75,33.0,27.88235294117647,717.3166089965398,30.477272727272727,23.625,22.875
22.2,44.475,24.6,39.225,17.25,16.5,28.35,10.65,29.575,30.925,17.875,72.75,23.925,13.95,25.575,17.55,32.475,27.520588235294117,694.3844290657439,30.202272727272728,23.0375,22.3875
21.9,44.7,23.7,38.7,18.75,16.5,29.7,11.05,28.4,31.1,18.25,68.25,23.1,12.9,26.4,16.35,31.95,27.158823529411766,671.4522491349481,29.927272727272726,22.45,21.9
21.6,44.925,22.8,38.175,20.25,16.5,31.05,11.45,27.225,31.275,18.625,63.75,22.275,11.85,27.225,15.15,31.425,26.79705882352941,648.5200692041523,29.652272727272727,21.8625,21.4125
21.3,45.15,21.9,37.65,21.75,16.5,32.4,11.85,26.05,31.45,19.0,59.25,21.45,10.8,28.05,13.95,30.9,26.43529411764706,625.5878892733564,29.377272727272725,21.275,20.925
21.0,45.375,21.0,37.125,23.25,16.5,33.75,12.25,24.875,31.625,19.375,54.75,20.625,9.75,28.875,12.75,30.375,26.073529411764707,602.6557093425606,29.102272727272727,20.6875,20.4375
20.7,45.6,20.1,36.6,24.75,16.5,35.1,12.65,23.7,31.8,19.75,50.25,19.8,8.7,29.7,11.55,29.85,25.711764705882352,579.7235294117647,28.827272727272728,20.1,19.95
20.4,45.825,19.2,36.075,26.25,16.5,36.45,13.05,22.525,31.975,20.125,45.75,18.975,7.6499999999999995,30.525,10.35,29.325,25.35,556.7913494809688,28.552272727272726,19.5125,19.4625
20.1,46.05,18.3,35.55,27.75,16.5,37.8,13.45,21.35,32.15,20.5,41.25,18.15,6.6,31.35,9.15,28.8,24.988235294117647,533.8591695501731,28.277272727272727,18.925,18.975
19.8,46.275,17.4,35.025,29.25,16.5,39.15,13.85,20.174999999999997,32.325,20.875,36.75,17.325,5.549999999999999,32.175,7.950000000000001,28.275,24.626470588235296,510.9269896193772,28.002272727272725,18.3375,18.4875
19.5,46.5,16.5,34.5,30.75,16.5,40.5,14.25,19.0,32.5,21.25,32.25,16.5,4.5,33.0,6.75,27.75,24.264705882352942,487.99480968858137,27.727272727272727,17.75,18.0
18.525,43.35,17.55,31.8,31.05,18.45,40.375,14.25,18.825,29.475,20.85,32.025,18.6,6.15,33.225,6.75,26.925,24.01029411764706,510.5219723183392,27.077272727272728,18.6375,18.2625
17.55,40.2,18.6,29.1,31.35,20.4,40.25,14.25,18.65,26.45,20.45,31.8,20.7,7.8,33.45,6.75,26.1,23.75588235294118,533.0491349480969,26.427272727272726,19.525,18.525
16.575,37.05,19.65,26.4,31.65,22.35,40.125,14.25,18.475,23.425,20.05,31.575,22.8,9.45,33.675,6.75,25.275,23.501470588235293,555.5762975778547,25.777272727272727,20.4125,18.7875
15.6,33.9,20.7,23.7,31.95,24.3,40.0,14.25,18.3,20.4,19.65,31.35,24.9,11.1,33.9,6.75,24.45,23.24705882352941,578.1034602076124,25.127272727272725,21.3,19.05
14.625,30.75,21.75,21.0,32.25,26.25,39.875,14.25,18.125,17.375,19.25,31.125,27.0,12.75,34.125,6.75,23.625,22.99264705882353,600.6306228373703,24.477272727272727,22.1875,19.3125
13.65,27.6,22.8,18.299999999999997,32.55,28.2,39.75,14.25,17.95,14.350000000000001,18.85,30.9,29.1,14.399999999999999,34.35,6.75,22.8,22.738235294117647,623.1577854671281,23.827272727272728,23.075,19.575
12.675,24.45,23.85,15.599999999999998,32.85,30.15,39.625,14.25,17.775,11.325,18.45,30.675,31.200000000000003,16.049999999999997,34.575,6.75,21.975,22.483823529411765,645.6849480968858,23.177272727272726,23.9625,19.8375
11.7,21.3,24.9,12.899999999999999,33.15,32.1,39.5,14.25,17.6,8.3,18.05,30.45,33.3,17.7,34.8,6.75,21.15,22.22941176470588,668.2121107266437,22.527272727272727,24.85,20.1
10.725,18.150000000000002,25.950000000000003,10.2,33.45,34.05,39.375,14.25,17.425,5.275000000000002,17.65,30.225,35.400000000000006,19.35,35.025,6.75,20.325,21.974999999999998,690.7392733564014,21.877272727272725,25.7375,20.3625
9.75,15.0,27.0,7.5,33.75,36.0,39.25,14.25,17.25,2.25,17.25,30.0,37.5,21.0,35.25,6.75,19.5,21.720588235294116,713.2664359861592,21.227272727272727,26.625,20.625
11.175,13.5,25.5,8.4,33.6,36.0,37.125,14.175,17.25,2.25,16.3,29.775,37.5,24.375,33.45,6.3,20.25,21.583823529411763,711.4631487889274,20.845454545454544,26.625,21.09375
12.6,12.0,24.0,9.3,33.45,36.0,35.0,14.1,17.25,2.25,15.35,29.55,37.5,27.75,31.65,5.85,21.0,21.44705882352941,709.6598615916955,20.463636363636365,26.625,21.5625
14.025,10.5,22.5,10.2,33.3,36.0,32.875,14.025,17.25,2.25,14.4,29.325,37.5,31.125,29.85,5.4,21.75,21.310294117647057,707.8565743944637,20.081818181818182,26.625,22.03125
15.45,9.0,21.0,11.1,33.15,36.0,30.75,13.95,17.25,2.25,13.45,29.1,37.5,34.5,28.05,4.95,22.5,21.173529411764704,706.0532871972318,19.7,26.625,22.5
16.875,7.5,19.5,12.0,33.0,36.0,28.625,13.875,17.25,2.25,12.5,28.875,37.5,37.875,26.25,4.5,23.25,21.03676470588235,704.25,19.31818181818182,26.625,22.96875
18.3,6.0,18.0,12.9,32.85,36.0,26.5,13.8,17.25,2.25,11.55,28.65,37.5,41.25,24.45,4.05,24.0,20.9,702.4467128027683,18.936363636363637,26.625,23.4375
19.725,4.5,16.5,13.8,32.7,36.0,24.375,13.725,17.25,2.25,10.600000000000001,28.425,37.5,44.625,22.65,3.6,24.75,20.763235294117646,700.6434256055364,18.554545454545455,26.625,23.90625
21.15,3.0,15.0,14.7,32.55,36.0,22.25,13.65,17.25,2.25,9.65,28.2,37.5,48.0,20.85,3.15,25.5,20.626470588235293,698.8401384083046,18.172727272727272,26.625,24.375
22.575000000000003,1.5,13.5,15.6,32.4,36.0,20.125,13.575,17.25,2.25,8.700000000000001,27.975,37.5,51.375,19.05,2.7,26.25,20.48970588235294,697.0368512110728,17.790909090909093,26.625,24.84375
24.0,0.0,12.0,16.5,32.25,36.0,18.0,13.5,17.25,2.25,7.75,27.75,37.5,54.75,17.25,2.25,27.0,20.352941176470587,695.2335640138409,17.40909090909091,26.625,25.3125
23.775,0.675,13.35,16.35,32.025,39.45,17.775,13.05,18.85,2.725,7.65,26.55,35.85,52.35,17.25,3.075,27.525,20.48676470588235,726.9749134948098,17.25227272727273,29.15,25.05
23.55,1.35,14.7,16.2,31.8,42.9,17.55,12.6,20.45,3.2,7.55,25.35,34.2,49.95,17.25,3.9,28.05,20.620588235294118,758.7162629757786,17.095454545454547,31.675,24.7875
23.325,2.0250000000000004,16.05,16.05,31.575,46.35,17.325,12.15,22.05,3.675,7.45,24.15,32.55,47.55,17.25,4.725,28.575,20.754411764705882,790.4576124567475,16.938636363636366,34.2,24.525
23.1,2.7,17.4,15.9,31.35,49.8,17.1,11.7,23.65,4.15,7.35,22.95,30.9,45.15,17.25,5.55,29.1,20.888235294117646,822.1989619377163,16.78181818181818,36.725,24.2625
22.875,3.375,18.75,15.75,31.125,53.25,16.875,11.25,25.25,4.625,7.25,21.75,29.25,42.75,17.25,6.375,29.625,21.022058823529413,853.9403114186852,16.625,39.25,24.0
22.65,4.050000000000001,20.1,15.6,30.9,56.7,16.65,10.8,26.85,5.1,7.15,20.55,27.6,40.35,17.25,7.199999999999999,30.15,21.155882352941177,885.6816608996539,16.46818181818182,41.775,23.7375
22.425,4.7250000000000005,21.450000000000003,15.45,30.675,60.150000000000006,16.425,10.35,28.450000000000003,5.574999999999999,7.05,19.35,25.950000000000003,37.95,17.25,8.024999999999999,30.675,21.28970588235294,917.4230103806228,16.311363636363637,44.3,23.475
22.2,5.4,22.8,15.3,30.45,63.6,16.2,9.9,30.05,6.05,6.95,18.15,24.3,35.55,17.25,8.85,31.2,21.423529411764704,949.1643598615917,16.154545454545456,46.825,23.2125
21.975,6.075,24.15,15.15,30.225,67.05,15.975,9.45,31.65,6.5249999999999995,6.85,16.950000000000003,22.65,33.150000000000006,17.25,9.675,31.725,21.55735294117647,980.9057093425606,15.997727272727273,49.349999999999994,22.95
21.75,6.75,25.5,15.0,30.0,70.5,15.75,9.0,33.25,7.0,6.75,15.75,21.0,30.75,17.25,10.5,32.25,21.691176470588236,1012.6470588235294,15.840909090909092,51.875,22.6875
20.475,6.75,27.9,15.0,28.95,77.325,15.05,9.0,41.85,9.675,7.425,17.55,20.7,27.9,17.175,10.425,31.725,22.639705882352942,1450.3818339100344,16.225,59.5875,21.80625
19.2,6.75,30.3,15.0,27.9,84.15,14.35,9.0,50.45,12.35,8.1,19.35,20.4,25.05,17.1,10.35,31.2,23.58823529411765,1888.1166089965395,16.60909090909091,67.3,20.925
17.925,6.75,32.7,15.0,26.85,90.975,13.65,9.0,59.05,15.024999999999999,8.775,21.15,20.1,22.2,17.025,10.275,30.675,24.536764705882355,2325.8513840830446,16.993181818181817,75.0125,20.04375
16.65,6.75,35.1,15.0,25.8,97.8,12.95,9.0,67.65,17.7,9.45,22.95,19.8,19.35,16.95,10.2,30.15,25.48529411764706,2763.58615916955,17.37727272727273,82.725,19.1625
15.375,6.75,37.5,15.0,24.75,104.625,12.25,9.0,76.25,20.375,10.125,24.75,19.5,16.5,16.875,10.125,29.625,26.433823529411768,3201.320934256055,17.761363636363637,90.4375,18.28125
14.100000000000001,6.75,39.9,15.0,23.7,111.45,11.55,9.0,84.85,23.049999999999997,10.8,26.55,19.2,13.649999999999999,16.8,10.05,29.1,27.38235294117647,3639.05570934256,18.145454545454548,98.15,17.4
12.825000000000001,6.75,42.3,15.0,22.65,118.275,10.850000000000001,9.0,93.44999999999999,25.724999999999998,11.475000000000001,28.35,18.9,10.8,16.725,9.975,28.575,28.330882352941178,4076.790484429065,18.529545454545456,105.86250000000001,16.51875
11.55,6.75,44.7,15.0,21.6,125.1,10.15,9.0,102.05,28.4,12.15,30.15,18.6,7.949999999999999,16.65,9.9,28.05,29.279411764705884,4514.525259515571,18.913636363636364,113.575,15.6375
10.275,6.75,47.099999999999994,15.0,20.549999999999997,131.925,9.45,9.0,110.64999999999999,31.075,12.825,31.95,18.3,5.099999999999998,16.575,9.825,27.525,30.22794117647059,4952.260034602075,19.297727272727276,121.28750000000001,14.756250000000001
9.0,6.75,49.5,15.0,19.5,138.75,8.75,9.0,119.25,33.75,13.5,33.75,18.0,2.25,16.5,9.75,27.0,31.176470588235297,5389.994809688581,19.681818181818183,129.0,13.875
12.225,6.825,50.175,19.95,21.825,171.15,9.225,10.025,119.25,33.75,31.875,36.45,18.0,2.475,16.275,13.125,25.425,35.17794117647059,8627.020242214534,22.756818181818183,145.2,14.325
15.45,6.9,50.85,24.9,24.15,203.55,9.7,11.05,119.25,33.75,50.25,39.15,18.0,2.7,16.05,16.5,23.85,39.17941176470588,11864.045674740486,25.831818181818182,161.4,14.775
18.675,6.975,51.525,29.85,26.475,235.95,10.175,12.075,119.25,33.75,68.625,41.85,18.0,2.925,15.825,19.875,22.275,43.18088235294118,15101.071107266438,28.90681818181818,177.6,15.225
21.9,7.05,52.2,34.8,28.8,268.35,10.65,13.1,119.25,33.75,87.0,44.55,18.0,3.15,15.6,23.25,20.7,47.182352941176475,18338.09653979239,31.981818181818184,193.8,15.675
25.125,7.125,52.875,39.75,31.125,300.75,11.125,14.125,119.25,33.75,105.375,47.25,18.0,3.375,15.375,26.625,19.125,51.18382352941177,21575.121972318342,35.05681818181818,210.0,16.125
28.35,7.2,53.55,44.7,33.45,333.15,11.6,15.149999999999999,119.25,33.75,123.75,49.95,18.0,3.6,15.15,30.0,17.55,55.18529411764706,24812.147404844298,38.13181818181818,226.2,16.575
31.575,7.275,54.225,49.65,35.775000000000006,365.54999999999995,12.075,16.174999999999997,119.25,33.75,142.125,52.650000000000006,18.0,3.825,14.925,33.375,15.975,59.186764705882354,28049.17283737025,41.20681818181818,242.39999999999998,17.025
34.8,7.35,54.9,54.6,38.1,397.95,12.55,17.2,119.25,33.75,160.5,55.35,18.0,4.05,14.7,36.75,14.4,63.188235294117646,31286.198269896202,44.28181818181818,258.6,17.475
38.025000000000006,7.425,55.575,59.550000000000004,40.425,430.34999999999997,13.024999999999999,18.225,119.25,33.75,178.875,58.05,18.0,4.275,14.475,40.125,12.825000000000001,67.18970588235294,34523.223702422154,47.356818181818184,274.79999999999995,17.925
41.25,7.5,56.25,64.5,42.75,462.75,13.5,19.25,119.25,33.75,197.25,60.75,18.0,4.5,14.25,43.5,11.25,71.19117647058823,37760.249134948106,50.43181818181818,291.0,18.375
46.95,10.425,54.6,64.725,44.7,488.625,15.3,22.35,122.075,37.975,214.8,66.175,27.35,4.8,14.85,43.8,13.125,76.03676470588235,41177.32249134949,55.03181818181818,305.35,19.14375
52.65,13.35,52.95,64.95,46.65,514.5,17.1,25.45,124.9,42.2,232.35,71.6,36.7,5.1,15.45,44.1,15.0,80.88235294117646,44594.39584775087,59.63181818181818,319.7,19.9125
58.35,16.275,51.3,65.175,48.6,540.375,18.9,28.55,127.725,46.425,249.9,77.025,46.05,5.4,16.05,44.4,16.875,85.72794117647058,48011.46920415226,64.23181818181818,334.05,20.68125
64.05,19.2,49.65,65.4,50.55,566.25,20.7,31.65,130.55,50.65,267.45,82.45,55.4,5.7,16.65,44.7,18.75,90.5735294117647,51428.542560553644,68.83181818181818,348.4,21.45
69.75,22.125,48.0,65.625,52.5,592.125,22.5,34.75,133.375,54.875,285.0,87.875,64.75,6.0,17.25,45.0,20.625,95.41911764705881,54845.61591695502,73.43181818181819,362.75,22.21875
75.45,25.049999999999997,46.35,65.85,54.45,618.0,24.3,37.85,136.2,59.099999999999994,302.55,93.3,74.1,6.3,17.85,45.3,22.5,100.26470588235294,58262.68927335641,78.03181818181818,377.1,22.9875
81.15,27.974999999999998,44.7,66.075,56.4,643.875,26.1,40.95,139.025,63.324999999999996,320.1,98.725,83.45,6.6,18.45,45.6,24.375,105.11029411764706,61679.762629757795,82.63181818181818,391.45,23.75625
86.85,30.9,43.05,66.3,58.35,669.75,27.9,44.05,141.85,67.55,337.65,104.15,92.8,6.9,19.05,45.9,26.25,109.95588235294117,65096.835986159174,87.23181818181818,405.8,24.525
92.55000000000001,33.825,41.4,66.525,60.3,695.625,29.7,47.150000000000006,144.675,71.775,355.20000000000005,109.57499999999999,102.14999999999999,7.199999999999999,19.65,46.2,28.125,114.80147058823529,68513.90934256057,91.83181818181819,420.15,25.29375
98.25,36.75,39.75,66.75,62.25,721.5,31.5,50.25,147.5,76.0,372.75,115.0,111.5,7.5,20.25,46.5,30.0,119.6470588235294,71930.98269896195,96.43181818181819,434.5,26.0625
105.6,41.4,40.575,78.75,60.6,730.5,37.375,50.25,170.025,99.0,359.2,134.925,118.8,9.3,20.4,49.05,29.325,125.59264705882353,71594.91453287198,102.40681818181818,450.2625,27.01875
112.95,46.05,41.4,90.75,58.95,739.5,43.25,50.25,192.55,122.0,345.65,154.85,126.1,11.1,20.55,51.6,28.65,131.53823529411764,71258.84636678202,108.38181818181819,466.025,27.975
120.3,50.7,42.225,102.75,57.3,748.5,49.125,50.25,215.075,145.0,332.1,174.775,133.4,12.9,20.7,54.15,27.975,137.48382352941175,70922.77820069205,114.35681818181818,481.7875,28.93125
127.65,55.35,43.05,114.75,55.65,757.5,55.0,50.25,237.6,168.0,318.55,194.7,140.7,14.7,20.85,56.7,27.3,143.4294117647059,70586.71003460209,120.33181818181819,497.55,29.8875
135.0,60.0,43.875,126.75,54.0,766.5,60.875,50.25,260.125,191.0,305.0,214.625,148.0,16.5,21.0,59.25,26.625,149.375,70250.64186851212,126.30681818181819,513.3125,30.84375
142.35,64.65,44.7,138.75,52.35,775.5,66.75,50.25,282.65,214.0,291.45,234.55,155.3,18.3,21.15,61.8,25.95,155.3205882352941,69914.57370242215,132.28181818181818,529.075,31.8
149.7,69.30000000000001,45.525,150.75,50.7,784.5,72.625,50.25,305.17499999999995,237.0,277.9,254.475,162.6,20.1,21.3,64.35,25.275,161.26617647058822,69578.50553633219,138.25681818181818,544.8375,32.75625
157.05,73.95,46.35,162.75,49.05,793.5,78.5,50.25,327.7,260.0,264.35,274.4,169.9,21.9,21.45,66.9,24.6,167.21176470588233,69242.43737024222,144.2318181818182,560.6,33.7125
164.39999999999998,78.6,47.175,174.75,47.4,802.5,84.375,50.25,350.225,283.0,250.8,294.32500000000005,177.2,23.7,21.6,69.45,23.925,173.15735294117647,68906.36920415226,150.2068181818182,576.3625,34.66875
171.75,83.25,48.0,186.75,45.75,811.5,90.25,50.25,372.75,306.0,237.25,314.25,184.5,25.5,21.75,72.0,23.25,179.10294117647058,68570.30103806229,156.1818181818182,592.125,35.625
180.525,93.375,56.175,215.925,50.25,851.175,95.625,56.125,372.75,306.0,229.725,320.55,184.5,26.85,20.775,80.475,22.65,186.08529411764704,73675.33944636678,162.6159090909091,611.9625,37.6875
189.3,103.5,64.35,245.1,54.75,890.85,101.0,62.0,372.75,306.0,222.2,326.85,184.5,28.2,19.8,88.95,22.05,193.06764705882352,78780.37785467127,169.05,631.8,39.75
198.075,113.625,72.525,274.275,59.25,930.525,106.375,67.875,372.75,306.0,214.675,333.15,184.5,29.55,18.825,97.425,21.45,200.05,83885.41626297578,175.48409090909092,651.6375,41.8125
206.85,123.75,80.7,303.45,63.75,970.2,111.75,73.75,372.75,306.0,207.15,339.45,184.5,30.9,17.85,105.9,20.85,207.03235294117647,88990.45467128027,181.91818181818184,671.475,43.875
215.625,133.875,88.875,332.625,68.25,1009.875,117.125,79.625,372.75,306.0,199.625,345.75,184.5,32.25,16.875,114.375,20.25,214.01470588235293,94095.49307958476,188.35227272727275,691.3125,45.9375
224.4,144.0,97.05000000000001,361.8,72.75,1049.55,122.5,85.5,372.75,306.0,192.1,352.05,184.5,33.6,15.9,122.85,19.65,220.99705882352941,99200.53148788925,194.78636363636366,711.15,48.0
233.175,154.125,105.22500000000001,390.975,77.25,1089.225,127.875,91.375,372.75,306.0,184.575,358.35,184.5,34.95,14.925,131.325,19.05,227.9794117647059,104305.56989619375,201.22045454545454,730.9875,50.0625
241.95,164.25,113.4,420.15,81.75,1128.9,133.25,97.25,372.75,306.0,177.05,364.65,184.5,36.3,13.95,139.8,18.45,234.96176470588236,109410.60830449825,207.65454545454546,750.825,52.125
250.72500000000002,174.375,121.575,449.325,86.25,1168.575,138.625,103.125,372.75,306.0,169.52499999999998,370.95,184.5,37.65,12.975,148.27499999999998,17.85,241.94411764705882,114515.64671280273,214.08863636363637,770.6625,54.1875
259.5,184.5,129.75,478.5,90.75,1208.25,144.0,109.0,372.75,306.0,162.0,377.25,184.5,39.0,12.0,156.75,17.25,248.9264705882353,119620.68512110724,220.52272727272728,790.5,56.25
261.6,194.925,137.55,495.525,120.225,1226.4,148.425,142.275,400.725,336.75,173.0,396.35,204.625,45.15,11.55,158.7,18.6,263.08088235294116,125377.63840830447,237.38636363636365,813.5625,58.5
263.7,205.35,145.35,512.55,149.7,1244.55,152.85,175.55,428.7,367.5,184.0,415.45,224.75,51.3,11.1,160.65,19.95,277.2352941176471,131134.5916955017,254.25,836.625,60.75
