S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3
79.7,61.0,101.4,86.6,63.3,39.3,90.7,64.93333333333334,73.7,58.13333333333333,38.5,87.8,97.83333333333333,76.2,77.4,61.2,66.8,72.02941176470588,1886.5457900807385,69.65555555555555,39.3,76.72666666666667
79.6,64.0,96.2,85.8,62.4,40.4,89.93333333333334,64.8,76.93333333333334,56.4,33.0,87.73333333333333,96.0,78.6,79.2,63.6,65.4,71.76470588235294,1924.01568627451,69.3,40.4,76.38000000000001
79.5,67.0,91.0,85.0,61.5,41.5,89.16666666666666,64.66666666666666,80.16666666666666,54.66666666666667,27.5,87.66666666666666,94.16666666666666,81.0,81.0,66.0,64.0,71.5,1961.4855824682816,68.94444444444444,41.5,76.03333333333333
79.4,70.0,85.8,84.2,60.6,42.6,88.39999999999999,64.53333333333333,83.4,52.93333333333334,22.0,87.6,92.33333333333333,83.4,82.8,68.4,62.6,71.23529411764706,1998.955478662053,68.58888888888889,42.6,75.68666666666667
79.3,73.0,80.6,83.4,59.7,43.7,87.63333333333333,64.4,86.63333333333333,51.2,16.5,87.53333333333333,90.5,85.8,84.6,70.8,61.2,70.97058823529412,2036.4253748558247,68.23333333333333,43.7,75.34
79.2,76.0,75.4,82.6,58.8,44.8,86.86666666666666,64.26666666666667,89.86666666666666,49.46666666666667,11.0,87.46666666666667,88.66666666666667,88.2,86.4,73.2,59.8,70.70588235294117,2073.8952710495964,67.87777777777778,44.8,74.99333333333334
79.1,79.0,70.19999999999999,81.8,57.9,45.9,86.1,64.13333333333333,93.1,47.733333333333334,5.5,87.39999999999999,86.83333333333333,90.6,88.2,75.6,58.4,70.44117647058823,2111.365167243368,67.52222222222223,45.9,74.64666666666666
79.0,82.0,65.0,81.0,57.0,47.0,85.33333333333333,64.0,96.33333333333333,46.0,0.0,87.33333333333333,85.0,93.0,90.0,78.0,57.0,70.17647058823529,2148.8350634371395,67.16666666666667,47.0,74.3
80.1,81.8,66.0,78.6,56.4,48.2,88.13333333333333,64.43333333333334,94.3,45.2,0.0,83.39999999999999,85.3,92.0,88.9,77.4,55.7,69.75686274509803,2056.093656286044,66.55000000000001,48.2,73.83666666666666
81.2,81.6,67.0,76.2,55.8,49.4,90.93333333333332,64.86666666666666,92.26666666666667,44.4,0.0,79.46666666666667,85.6,91.0,87.8,76.8,54.4,69.33725490196078,1963.3522491349481,65.93333333333334,49.4,73.37333333333333
82.3,81.4,68.0,73.8,55.2,50.6,93.73333333333332,65.3,90.23333333333333,43.6,0.0,75.53333333333333,85.9,90.0,86.7,76.2,53.1,68.91764705882353,1870.6108419838524,65.31666666666666,50.6,72.91
83.4,81.2,69.0,71.4,54.6,51.8,96.53333333333333,65.73333333333333,88.2,42.8,0.0,71.6,86.2,89.0,85.6,75.6,51.8,68.49803921568628,1777.8694348327567,64.7,51.8,72.44666666666666
84.5,81.0,70.0,69.0,54.0,53.0,99.33333333333333,66.16666666666666,86.16666666666666,42.0,0.0,67.66666666666666,86.5,88.0,84.5,75.0,50.5,68.07843137254902,1685.128027681661,64.08333333333334,53.0,71.98333333333332
85.6,80.8,71.0,66.6,53.4,54.2,102.13333333333333,66.6,84.13333333333333,41.2,0.0,63.733333333333334,86.8,87.0,83.4,74.4,49.2,67.65882352941176,1592.386620530565,63.46666666666667,54.2,71.52
86.7,80.6,72.0,64.2,52.8,55.4,104.93333333333332,67.03333333333333,82.1,40.4,0.0,59.8,87.1,86.0,82.3,73.8,47.9,67.2392156862745,1499.6452133794694,62.85,55.4,71.05666666666666
87.8,80.4,73.0,61.8,52.2,56.6,107.73333333333332,67.46666666666667,80.06666666666666,39.6,0.0,55.86666666666667,87.4,85.0,81.2,73.2,46.6,66.81960784313726,1406.9038062283737,62.233333333333334,56.6,70.59333333333332
88.9,80.2,74.0,59.400000000000006,51.6,57.8,110.53333333333333,67.89999999999999,78.03333333333333,38.8,0.0,51.93333333333334,87.7,84.0,80.1,72.6,45.3,66.4,1314.162399077278,61.61666666666667,57.8,70.13
90.0,80.0,75.0,57.0,51.0,59.0,113.33333333333333,68.33333333333333,76.0,38.0,0.0,48.0,88.0,83.0,79.0,72.0,44.0,65.98039215686275,1221.4209919261823,61.0,59.0,69.66666666666666
93.0,83.8,76.1,105.7,55.9,274.5,109.5,73.93333333333332,75.73333333333333,38.3,0.0,49.2,87.93333333333334,82.3,75.9,68.8,48.8,82.31764705882352,54609.93702422145,60.62222222222222,274.5,76.11666666666666
96.0,87.6,77.2,154.4,60.8,490.0,105.66666666666666,79.53333333333333,75.46666666666667,38.6,0.0,50.4,87.86666666666666,81.6,72.8,65.6,53.6,98.65490196078431,107998.45305651671,60.24444444444445,490.0,82.56666666666666
99.0,91.4,78.3,203.10000000000002,65.7,705.5,101.83333333333333,85.13333333333333,75.2,38.9,0.0,51.6,87.8,80.9,69.7,62.4,58.4,114.9921568627451,161386.96908881198,59.86666666666667,705.5,89.01666666666665
102.0,95.2,79.4,251.8,70.6,921.0,98.0,90.73333333333332,74.93333333333334,39.2,0.0,52.8,87.73333333333333,80.2,66.6,59.2,63.2,131.32941176470587,214775.48512110725,59.48888888888889,921.0,95.46666666666665
105.0,99.0,80.5,300.5,75.5,1136.5,94.16666666666666,96.33333333333333,74.66666666666666,39.5,0.0,54.0,87.66666666666666,79.5,63.5,56.0,68.0,147.66666666666669,268164.0011534025,59.111111111111114,1136.5,101.91666666666666
108.0,102.8,81.6,349.20000000000005,80.4,1352.0,90.33333333333333,101.93333333333332,74.39999999999999,39.8,0.0,55.2,87.6,78.8,60.4,52.8,72.8,164.00392156862745,321552.51718569774,58.733333333333334,1352.0,108.36666666666666
111.0,106.6,82.7,397.90000000000003,85.30000000000001,1567.5,86.5,107.53333333333333,74.13333333333333,40.1,0.0,56.4,87.53333333333333,78.1,57.3,49.599999999999994,77.6,180.3411764705882,374941.03321799304,58.355555555555554,1567.5,114.81666666666666
114.0,110.4,83.8,446.6,90.2,1783.0,82.66666666666666,113.13333333333333,73.86666666666666,40.4,0.0,57.6,87.46666666666667,77.4,54.2,46.4,82.4,196.67843137254903,428329.5492502883,57.977777777777774,1783.0,121.26666666666665
117.0,114.19999999999999,84.9,495.3,95.1,1998.5,78.83333333333333,118.73333333333332,73.6,40.7,0.0,58.8,87.39999999999999,76.7,51.099999999999994,43.2,87.19999999999999,213.0156862745098,481718.0652825835,57.6,1998.5,127.71666666666667
120.0,118.0,86.0,544.0,100.0,2214.0,75.0,124.33333333333333,73.33333333333333,41.0,0.0,60.0,87.33333333333333,76.0,48.0,40.0,92.0,229.3529411764706,535106.5813148789,57.22222222222222,2214.0,134.16666666666666
134.5,118.3,86.1,510.7,107.3,2153.2,80.1,124.69999999999999,73.0,41.03333333333333,0.0,63.9,94.23333333333333,77.2,46.8,39.7,90.4,225.95098039215688,506628.46574394463,58.05555555555556,2153.2,133.9633333333333
149.0,118.6,86.2,477.4,114.6,2092.4,85.2,125.06666666666666,72.66666666666666,41.06666666666667,0.0,67.8,101.13333333333333,78.4,45.6,39.4,88.8,222.54901960784315,478150.3501730104,58.888888888888886,2092.4,133.76
163.5,118.9,86.3,444.1,121.9,2031.6,90.3,125.43333333333334,72.33333333333333,41.1,0.0,71.7,108.03333333333333,79.6,44.4,39.1,87.2,219.14705882352942,449672.2346020761,59.72222222222222,2031.6,133.55666666666667
178.0,119.2,86.4,410.8,129.2,1970.8,95.4,125.8,72.0,41.13333333333333,0.0,75.6,114.93333333333334,80.8,43.2,38.8,85.6,215.7450980392157,421194.1190311419,60.55555555555556,1970.8,133.35333333333332
192.5,119.5,86.5,377.5,136.5,1910.0,100.5,126.16666666666666,71.66666666666666,41.16666666666667,0.0,79.5,121.83333333333334,82.0,42.0,38.5,84.0,212.343137254902,392716.00346020766,61.388888888888886,1910.0,133.14999999999998
207.0,119.8,86.6,344.20000000000005,143.8,1849.2,105.6,126.53333333333333,71.33333333333333,41.2,0.0,83.4,128.73333333333335,83.2,40.8,38.2,82.4,208.94117647058823,364237.8878892734,62.22222222222222,1849.2,132.94666666666666
221.5,120.1,86.7,310.90000000000003,151.1,1788.4,110.69999999999999,126.9,71.0,41.233333333333334,0.0,87.3,135.63333333333333,84.4,39.6,37.9,80.8,205.53921568627453,335759.7723183392,63.05555555555556,1788.4,132.74333333333334
236.0,120.4,86.8,277.6,158.4,1727.6,115.8,127.26666666666667,70.66666666666667,41.266666666666666,0.0,91.2,142.53333333333333,85.6,38.4,37.6,79.2,202.1372549019608,307281.65674740495,63.88888888888889,1727.6,132.54
250.5,120.7,86.9,244.3,165.7,1666.8000000000002,120.9,127.63333333333333,70.33333333333333,41.300000000000004,0.0,95.1,149.43333333333334,86.8,37.2,37.3,77.6,198.73529411764707,278803.5411764707,64.72222222222223,1666.8000000000002,132.33666666666664
265.0,121.0,87.0,211.0,173.0,1606.0,126.0,128.0,70.0,41.333333333333336,0.0,99.0,156.33333333333334,88.0,36.0,37.0,76.0,195.33333333333334,250325.4256055364,65.55555555555556,1606.0,132.13333333333333
289.9,133.4,105.0,246.8,188.7,1778.4,131.1,135.83333333333334,70.5,44.900000000000006,0.0,119.3,167.10000000000002,84.2,37.6,39.5,79.6,214.81372549019608,348013.0239907729,68.0,1778.4,146.54333333333332
314.8,145.8,123.0,282.6,204.4,1950.8,136.2,143.66666666666666,71.0,48.46666666666667,0.0,139.6,177.86666666666667,80.4,39.2,42.0,83.2,234.29411764705884,445700.62237600936,70.44444444444444,1950.8,160.95333333333332
339.7,158.2,141.0,318.4,220.1,2123.2,141.3,151.5,71.5,52.03333333333333,0.0,159.9,188.63333333333333,76.6,40.8,44.5,86.8,253.7745098039216,543388.2207612458,72.88888888888889,2123.2,175.36333333333334
364.6,170.6,159.0,354.2,235.8,2295.6,146.4,159.33333333333334,72.0,55.6,0.0,180.2,199.4,72.8,42.4,47.0,90.4,273.2549019607843,641075.8191464823,75.33333333333333,2295.6,189.77333333333334
389.5,183.0,177.0,390.0,251.5,2468.0,151.5,167.16666666666669,72.5,59.16666666666667,0.0,200.5,210.16666666666669,69.0,44.0,49.5,94.0,292.7352941176471,738763.4175317187,77.77777777777777,2468.0,204.18333333333334
414.4,195.4,195.0,425.79999999999995,267.2,2640.4,156.6,175.0,73.0,62.733333333333334,0.0,220.8,220.93333333333334,65.2,45.6,52.0,97.6,312.21568627450984,836451.0159169552,80.22222222222223,2640.4,218.59333333333333
439.29999999999995,207.8,213.0,461.59999999999997,282.9,2812.8,161.7,182.83333333333334,73.5,66.3,0.0,241.1,231.7,61.400000000000006,47.2,54.5,101.2,331.6960784313726,934138.6143021917,82.66666666666667,2812.8,233.00333333333333
464.2,220.2,231.0,497.4,298.6,2985.2,166.8,190.66666666666669,74.0,69.86666666666667,0.0,261.4,242.46666666666667,57.6,48.8,57.0,104.8,351.17647058823536,1031826.2126874281,85.11111111111111,2985.2,247.41333333333336
489.1,232.60000000000002,249.0,533.2,314.29999999999995,3157.6000000000004,171.9,198.5,74.5,73.43333333333334,0.0,281.70000000000005,253.23333333333335,53.800000000000004,50.4,59.5,108.4,370.6568627450981,1129513.8110726646,87.55555555555556,3157.6000000000004,261.8233333333334
514.0,245.0,267.0,569.0,330.0,3330.0,177.0,206.33333333333334,75.0,77.0,0.0,302.0,264.0,50.0,52.0,62.0,112.0,390.13725490196083,1227201.409457901,90.0,3330.0,276.23333333333335
555.5,273.3,309.1,614.3,332.4,3168.0,178.0,252.63333333333333,76.3,78.73333333333333,0.0,312.23333333333335,277.06666666666666,50.1,50.1,58.0,109.9,393.8627450980393,1149108.796770473,90.86111111111111,3168.0,298.25
597.0,301.6,351.2,659.6,334.8,3006.0,179.0,298.93333333333334,77.6,80.46666666666667,0.0,322.46666666666664,290.1333333333333,50.2,48.2,54.0,107.8,397.5882352941177,1071016.1840830452,91.72222222222223,3006.0,320.26666666666665
638.5,329.9,393.3,704.9,337.2,2844.0,180.0,345.23333333333335,78.9,82.2,0.0,332.7,303.2,50.3,46.3,50.0,105.7,401.31372549019613,992923.5713956172,92.58333333333334,2844.0,342.2833333333333
680.0,358.2,435.4,750.2,339.6,2682.0,181.0,391.5333333333333,80.2,83.93333333333334,0.0,342.93333333333334,316.26666666666665,50.4,44.4,46.0,103.6,405.03921568627453,914830.9587081892,93.44444444444446,2682.0,364.29999999999995
721.5,386.5,477.5,795.5,342.0,2520.0,182.0,437.83333333333337,81.5,85.66666666666666,0.0,353.16666666666663,329.33333333333337,50.5,42.5,42.0,101.5,408.764705882353,836738.3460207613,94.30555555555557,2520.0,386.3166666666666
763.0,414.8,519.6,840.8,344.4,2358.0,183.0,484.1333333333333,82.8,87.4,0.0,363.4,342.4,50.6,40.6,38.0,99.4,412.49019607843144,758645.7333333334,95.16666666666667,2358.0,408.3333333333333
804.5,443.1,561.7,886.0999999999999,346.8,2196.0,184.0,530.4333333333333,84.1,89.13333333333333,0.0,373.6333333333333,355.4666666666667,50.7,38.7,34.0,97.3,416.21568627450984,680553.1206459054,96.02777777777779,2196.0,430.34999999999997
846.0,471.4,603.8,931.4,349.2,2034.0,185.0,576.7333333333333,85.4,90.86666666666666,0.0,383.8666666666667,368.53333333333336,50.8,36.8,30.0,95.2,419.9411764705883,602460.5079584775,96.8888888888889,2034.0,452.3666666666666
887.5,499.70000000000005,645.9000000000001,976.7,351.6,1872.0,186.0,623.0333333333333,86.7,92.6,0.0,394.09999999999997,381.6,50.9,34.900000000000006,26.0,93.1,423.6666666666667,524367.8952710496,97.75000000000001,1872.0,474.38333333333327
929.0,528.0,688.0,1022.0,354.0,1710.0,187.0,669.3333333333334,88.0,94.33333333333333,0.0,404.3333333333333,394.6666666666667,51.0,33.0,22.0,91.0,427.39215686274514,446275.2825836216,98.61111111111113,1710.0,496.3999999999999
1029.5,615.8,714.3,1062.7,383.3,1846.7,200.93333333333334,680.5,91.43333333333334,98.73333333333333,0.0,437.3333333333333,420.3,53.4,32.9,23.1,92.0,457.8196078431373,557714.1658592848,103.61666666666667,1846.7,531.4533333333333
1130.0,703.6,740.6,1103.4,412.6,1983.4,214.86666666666667,691.6666666666667,94.86666666666666,103.13333333333333,0.0,470.3333333333333,445.93333333333334,55.8,32.8,24.2,93.0,488.2470588235294,669153.049134948,108.62222222222223,1983.4,566.5066666666665
1230.5,791.4,766.9,1144.1,441.9,2120.1,228.8,702.8333333333334,98.3,107.53333333333333,0.0,503.33333333333337,471.5666666666667,58.2,32.7,25.3,94.0,518.6745098039216,780591.9324106113,113.6277777777778,2120.1,601.56
1331.0,879.2,793.2,1184.8,471.2,2256.8,242.73333333333332,714.0,101.73333333333333,111.93333333333334,0.0,536.3333333333334,497.20000000000005,60.6,32.6,26.4,95.0,549.1019607843137,892030.8156862744,118.63333333333334,2256.8,636.6133333333332
1431.5,967.0,819.5,1225.5,500.5,2393.5,256.66666666666663,725.1666666666667,105.16666666666666,116.33333333333334,0.0,569.3333333333334,522.8333333333334,63.0,32.5,27.5,96.0,579.5294117647059,1003469.6989619376,123.63888888888889,2393.5,671.6666666666665
1532.0,1054.8,845.8,1266.2,529.8,2530.2,270.6,736.3333333333334,108.6,120.73333333333333,0.0,602.3333333333334,548.4666666666667,65.4,32.4,28.6,97.0,609.9568627450981,1114908.5822376008,128.64444444444445,2530.2,706.7199999999999
