S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3
98.4,28.2,144.2,32.0,73.6,80.0,93.6,38.266666666666666,69.86666666666666,40.266666666666666,78.66666666666666,63.4,46.2,77.4,79.2,85.4,95.4,72.00392156862745,2333.4971164936564,75.98888888888888,65.2,60.599999999999994
97.1,28.8,143.8,34.0,73.4,81.0,92.4,38.733333333333334,70.13333333333333,37.733333333333334,77.33333333333333,63.1,46.8,80.1,82.3,85.1,99.6,72.43725490196078,2466.3540945790082,76.42777777777778,65.55,61.06666666666666
95.8,29.4,143.4,36.0,73.2,82.0,91.2,39.2,70.39999999999999,35.2,76.0,62.8,47.4,82.8,85.4,84.8,103.8,72.87058823529412,2599.2110726643596,76.86666666666666,65.9,61.53333333333333
94.5,30.0,143.0,38.0,73.0,83.0,90.0,39.66666666666667,70.66666666666666,32.66666666666667,74.66666666666666,62.5,48.0,85.5,88.5,84.5,108.0,73.30392156862746,2732.068050749712,77.30555555555554,66.25,62.0
93.2,30.6,142.6,40.0,72.8,84.0,88.8,40.13333333333333,70.93333333333334,30.133333333333333,73.33333333333333,62.2,48.6,88.2,91.6,84.2,112.2,73.73725490196078,2864.925028835063,77.74444444444444,66.6,62.46666666666666
91.9,31.2,142.2,42.0,72.6,85.0,87.6,40.6,71.2,27.6,72.0,61.9,49.2,90.9,94.7,83.9,116.4,74.17058823529412,2997.782006920415,78.18333333333334,66.95,62.93333333333333
90.6,31.8,141.8,44.0,72.4,86.0,86.4,41.06666666666667,71.46666666666667,25.066666666666666,70.66666666666667,61.6,49.8,93.6,97.8,83.6,120.6,74.60392156862746,3130.6389850057667,78.62222222222222,67.3,63.4
89.3,32.4,141.4,46.0,72.2,87.0,85.2,41.53333333333333,71.73333333333333,22.53333333333333,69.33333333333333,61.3,50.4,96.3,100.9,83.3,124.80000000000001,75.03725490196078,3263.4959630911185,79.0611111111111,67.65,63.86666666666666
88.0,33.0,141.0,48.0,72.0,88.0,84.0,42.0,72.0,20.0,68.0,61.0,51.0,99.0,104.0,83.0,129.0,75.47058823529412,3396.3529411764703,79.5,68.0,64.33333333333333
88.7,34.3,134.1,49.5,73.0,119.8,82.8,42.333333333333336,69.1,20.0,68.76666666666667,60.03333333333333,52.03333333333333,98.2,104.5,84.5,127.6,77.0156862745098,4842.483506343713,78.66388888888889,69.1,75.69999999999999
89.4,35.6,127.2,51.0,74.0,151.6,81.6,42.666666666666664,66.2,20.0,69.53333333333333,59.06666666666667,53.06666666666667,97.4,105.0,86.0,126.2,78.56078431372549,6288.614071510957,77.82777777777778,70.2,87.06666666666666
90.1,36.9,120.3,52.5,75.0,183.4,80.4,43.0,63.3,20.0,70.3,58.1,54.1,96.6,105.5,87.5,124.8,80.10588235294118,7734.744636678201,76.99166666666666,71.3,98.43333333333334
90.8,38.2,113.4,54.0,76.0,215.2,79.2,43.333333333333336,60.4,20.0,71.06666666666666,57.13333333333333,55.13333333333333,95.8,106.0,89.0,123.4,81.65098039215687,9180.875201845443,76.15555555555555,72.4,109.8
91.5,39.5,106.5,55.5,77.0,247.0,78.0,43.66666666666667,57.5,20.0,71.83333333333334,56.16666666666667,56.16666666666667,95.0,106.5,90.5,122.0,83.19607843137254,10627.005767012686,75.31944444444444,73.5,121.16666666666666
92.2,40.8,99.6,57.0,78.0,278.8,76.8,44.0,54.6,20.0,72.60000000000001,55.2,57.2,94.2,107.0,92.0,120.6,84.74117647058824,12073.13633217993,74.48333333333333,74.6,132.53333333333333
92.9,42.1,92.69999999999999,58.5,79.0,310.6,75.6,44.333333333333336,51.7,20.0,73.36666666666667,54.233333333333334,58.233333333333334,93.4,107.5,93.5,119.2,86.28627450980392,13519.266897347174,73.64722222222223,75.7,143.89999999999998
93.6,43.4,85.8,60.0,80.0,342.4,74.4,44.66666666666667,48.8,20.0,74.13333333333334,53.266666666666666,59.266666666666666,92.6,108.0,95.0,117.8,87.8313725490196,14965.397462514416,72.8111111111111,76.8,155.26666666666665
94.3,44.7,78.9,61.5,81.0,374.2,73.2,45.0,45.900000000000006,20.0,74.9,52.300000000000004,60.300000000000004,91.8,108.5,96.5,116.4,89.37647058823529,16411.52802768166,71.975,77.9,166.63333333333333
95.0,46.0,72.0,63.0,82.0,406.0,72.0,45.333333333333336,43.0,20.0,75.66666666666667,51.333333333333336,61.333333333333336,91.0,109.0,98.0,115.0,90.92156862745098,17857.658592848904,71.13888888888889,79.0,178.0
93.5,45.7,70.7,62.6,78.6,528.0,70.93333333333334,47.2,42.833333333333336,22.333333333333332,76.5,49.5,60.6,91.9,105.5,94.3,112.2,97.22941176470589,56221.60346020761,70.375,78.05,217.43333333333334
92.0,45.4,69.4,62.2,75.2,650.0,69.86666666666667,49.06666666666667,42.666666666666664,24.666666666666668,77.33333333333334,47.66666666666667,59.86666666666667,92.8,102.0,90.6,109.4,103.53725490196078,94585.54832756631,69.61111111111111,77.1,256.8666666666667
90.5,45.1,68.1,61.8,71.8,772.0,68.8,50.93333333333334,42.5,27.0,78.16666666666667,45.833333333333336,59.13333333333333,93.7,98.5,86.9,106.6,109.84509803921569,132949.49319492502,68.84722222222221,76.15,296.3
89.0,44.8,66.8,61.4,68.4,894.0,67.73333333333333,52.800000000000004,42.333333333333336,29.333333333333336,79.0,44.0,58.4,94.6,95.0,83.2,103.8,116.15294117647059,171313.4380622837,68.08333333333333,75.2,335.73333333333335
87.5,44.5,65.5,61.0,65.0,1016.0,66.66666666666667,54.66666666666667,42.16666666666667,31.666666666666668,79.83333333333334,42.16666666666667,57.66666666666667,95.5,91.5,79.5,101.0,122.4607843137255,209677.38292964242,67.31944444444444,74.25,375.1666666666667
86.0,44.2,64.2,60.6,61.6,1138.0,65.6,56.53333333333333,42.0,34.0,80.66666666666667,40.333333333333336,56.93333333333334,96.4,88.0,75.8,98.2,128.76862745098038,248041.3277970011,66.55555555555556,73.3,414.6
84.5,43.9,62.9,60.2,58.2,1260.0,64.53333333333333,58.4,41.833333333333336,36.333333333333336,81.5,38.5,56.2,97.3,84.5,72.1,95.4,135.07647058823528,286405.2726643598,65.79166666666667,72.35,454.03333333333336
83.0,43.6,61.6,59.8,54.8,1382.0,63.46666666666667,60.266666666666666,41.66666666666667,38.66666666666667,82.33333333333333,36.66666666666667,55.46666666666667,98.2,81.0,68.4,92.6,141.3843137254902,324769.21753171855,65.02777777777777,71.4,493.4666666666667
81.5,43.3,60.3,59.4,51.400000000000006,1504.0,62.400000000000006,62.13333333333333,41.5,41.0,83.16666666666667,34.833333333333336,54.733333333333334,99.1,77.5,64.69999999999999,89.8,147.6921568627451,363133.16239907726,64.26388888888889,70.45,532.9000000000001
80.0,43.0,59.0,59.0,48.0,1626.0,61.333333333333336,64.0,41.333333333333336,43.333333333333336,84.0,33.0,54.0,100.0,74.0,61.0,87.0,154.0,401497.1072664359,63.5,69.5,572.3333333333334
90.8,55.0,69.4,63.2,49.5,1499.5,62.400000000000006,71.9,41.333333333333336,43.800000000000004,82.23333333333333,35.5,53.7,97.9,75.2,62.9,85.9,149.421568627451,363314.51718569774,65.18055555555556,77.0,534.6666666666667
101.6,67.0,79.8,67.4,51.0,1373.0,63.46666666666667,79.8,41.333333333333336,44.266666666666666,80.46666666666667,38.0,53.4,95.8,76.4,64.8,84.8,144.84313725490196,325131.9271049596,66.86111111111111,84.5,497.0
112.4,79.0,90.2,71.6,52.5,1246.5,64.53333333333333,87.7,41.333333333333336,44.733333333333334,78.7,40.5,53.1,93.7,77.6,66.7,83.7,140.26470588235296,286949.33702422143,68.54166666666667,92.0,459.33333333333337
123.2,91.0,100.6,75.8,54.0,1120.0,65.6,95.6,41.333333333333336,45.2,76.93333333333334,43.0,52.8,91.6,78.8,68.6,82.6,135.68627450980392,248766.74694348325,70.22222222222223,99.5,421.6666666666667
134.0,103.0,111.0,80.0,55.5,993.5,66.66666666666667,103.5,41.333333333333336,45.66666666666667,75.16666666666666,45.5,52.5,89.5,80.0,70.5,81.5,131.10784313725492,210584.15686274506,71.90277777777777,107.0,384.0
144.8,115.0,121.4,84.2,57.0,867.0,67.73333333333333,111.4,41.333333333333336,46.13333333333333,73.4,48.0,52.2,87.4,81.2,72.4,80.4,126.5294117647059,172401.5667820069,73.58333333333334,114.5,346.33333333333337
155.60000000000002,127.0,131.8,88.4,58.5,740.5,68.8,119.30000000000001,41.333333333333336,46.6,71.63333333333333,50.5,51.9,85.3,82.4,74.3,79.3,121.95098039215688,134218.97670126875,75.26388888888889,122.0,308.6666666666667
166.4,139.0,142.2,92.6,60.0,614.0,69.86666666666667,127.2,41.333333333333336,47.06666666666667,69.86666666666666,53.0,51.6,83.2,83.6,76.2,78.2,117.37254901960786,96036.38662053057,76.94444444444444,129.5,271.0
177.2,151.0,152.60000000000002,96.80000000000001,61.5,487.5,70.93333333333334,135.10000000000002,41.333333333333336,47.53333333333333,68.1,55.5,51.3,81.1,84.8,78.1,77.1,112.79411764705884,57853.79653979238,78.625,137.0,233.33333333333331
188.0,163.0,163.0,101.0,63.0,361.0,72.0,143.0,41.333333333333336,48.0,66.33333333333333,58.0,51.0,79.0,86.0,80.0,76.0,108.21568627450982,19671.20645905421,80.30555555555556,144.5,195.66666666666666
409.6,177.2,170.6,137.6,75.2,337.7,77.23333333333333,147.33333333333334,39.5,47.93333333333334,64.6,61.6,52.13333333333333,77.6,86.3,83.1,76.0,124.77843137254902,61409.33333333334,81.99444444444444,273.6,196.7
631.2,191.4,178.2,174.2,87.4,314.4,82.46666666666667,151.66666666666666,37.66666666666667,47.86666666666667,62.86666666666666,65.2,53.266666666666666,76.2,86.6,86.2,76.0,141.34117647058824,103147.46020761247,83.68333333333334,402.7,197.73333333333332
852.8,205.6,185.8,210.8,99.6,291.1,87.7,156.0,35.833333333333336,47.8,61.133333333333326,68.8,54.4,74.8,86.9,89.3,76.0,157.90392156862745,144885.5870818916,85.37222222222223,531.8,198.76666666666665
1074.4,219.8,193.4,247.4,111.8,267.8,92.93333333333334,160.33333333333334,34.0,47.733333333333334,59.4,72.4,55.53333333333333,73.4,87.2,92.4,76.0,174.46666666666664,186623.71395617072,87.06111111111112,660.9,199.79999999999998
1296.0,234.0,201.0,284.0,124.0,244.5,98.16666666666666,164.66666666666669,32.16666666666667,47.66666666666667,57.666666666666664,76.0,56.66666666666667,72.0,87.5,95.5,76.0,191.02941176470586,228361.84083044983,88.75,790.0,200.83333333333331
1517.6,248.2,208.6,320.6,136.2,221.2,103.39999999999999,169.0,30.333333333333336,47.6,55.93333333333333,79.6,57.8,70.6,87.8,98.6,76.0,207.59215686274507,270099.967704729,90.4388888888889,919.0999999999999,201.86666666666667
1739.2,262.4,216.2,357.2,148.39999999999998,197.9,108.63333333333333,173.33333333333334,28.5,47.53333333333333,54.199999999999996,83.2,58.93333333333334,69.2,88.1,101.7,76.0,224.1549019607843,311838.0945790081,92.1277777777778,1048.1999999999998,202.9
1960.8,276.6,223.8,393.8,160.6,174.6,113.86666666666666,177.66666666666669,26.666666666666668,47.46666666666667,52.46666666666667,86.8,60.06666666666667,67.8,88.4,104.8,76.0,240.7176470588235,353576.22145328723,93.81666666666668,1177.3,203.93333333333334
2182.3999999999996,290.8,231.39999999999998,430.40000000000003,172.8,151.29999999999998,119.1,182.0,24.833333333333336,47.400000000000006,50.733333333333334,90.4,61.2,66.4,88.7,107.9,76.0,257.2803921568627,395314.34832756635,95.50555555555556,1306.3999999999999,204.96666666666667
2404.0,305.0,239.0,467.0,185.0,128.0,124.33333333333333,186.33333333333334,23.0,47.333333333333336,49.0,94.0,62.333333333333336,65.0,89.0,111.0,76.0,273.84313725490193,437052.47520184546,97.19444444444446,1435.5,206.0
2649.3,341.7,245.3,531.2,232.2,149.7,140.5,217.5,23.333333333333332,47.53333333333334,50.96666666666667,95.2,68.2,67.1,85.5,112.7,79.0,302.1725490196078,544774.8396770473,102.73611111111113,1590.25,241.2
2894.6,378.4,251.6,595.4,279.4,171.4,156.66666666666666,248.66666666666669,23.666666666666668,47.733333333333334,52.93333333333334,96.4,74.06666666666666,69.2,82.0,114.4,82.0,330.5019607843137,652497.2041522491,108.27777777777779,1745.0,276.4
3139.9,415.1,257.9,659.6,326.6,193.1,172.83333333333331,279.83333333333337,24.0,47.93333333333334,54.900000000000006,97.6,79.93333333333334,71.3,78.5,116.1,85.0,358.8313725490196,760219.5686274511,113.81944444444446,1899.75,311.6
3385.2,451.8,264.2,723.8,373.8,214.8,189.0,311.0,24.333333333333332,48.13333333333333,56.86666666666667,98.8,85.8,73.4,75.0,117.8,88.0,387.16078431372546,867941.9331026529,119.36111111111111,2054.5,346.8
3630.5,488.5,270.5,788.0,421.0,236.5,205.16666666666669,342.16666666666663,24.666666666666664,48.333333333333336,58.833333333333336,100.0,91.66666666666667,75.5,71.5,119.5,91.0,415.4901960784314,975664.2975778547,124.90277777777779,2209.25,382.0
3875.8,525.2,276.8,852.2,468.20000000000005,258.2,221.33333333333331,373.33333333333337,25.0,48.53333333333334,60.800000000000004,101.2,97.53333333333333,77.6,68.0,121.2,94.0,443.81960784313725,1083386.6620530565,130.44444444444446,2364.0,417.20000000000005
4121.1,561.9000000000001,283.1,916.4000000000001,515.4000000000001,279.9,237.5,404.5,25.333333333333332,48.733333333333334,62.76666666666667,102.4,103.4,79.7,64.5,122.9,97.0,472.1490196078431,1191109.0265282586,135.98611111111111,2518.75,452.40000000000003
4366.4,598.6,289.4,980.6,562.6,301.6,253.66666666666669,435.66666666666663,25.666666666666664,48.93333333333334,64.73333333333333,103.6,109.26666666666667,81.8,61.0,124.6,100.0,500.47843137254904,1298831.3910034604,141.52777777777777,2673.5,487.6
4611.700000000001,635.3,295.7,1044.8000000000002,609.8,323.29999999999995,269.8333333333333,466.83333333333337,26.0,49.13333333333333,66.7,104.8,115.13333333333333,83.9,57.5,126.3,103.0,528.8078431372548,1406553.7554786622,147.06944444444446,2828.25,522.8
4857.0,672.0,302.0,1109.0,657.0,345.0,286.0,498.0,26.333333333333332,49.333333333333336,68.66666666666667,106.0,121.0,86.0,54.0,128.0,106.0,557.1372549019608,1514276.119953864,152.61111111111111,2983.0,558.0
4658.9,713.4,354.6,1488.1,807.4,342.6,319.9,503.7,32.5,60.900000000000006,70.7,107.7,121.1,84.2,56.5,127.9,105.7,585.635294117647,1628867.2795847752,162.11666666666667,3073.5,621.1333333333333
4460.8,754.8,407.2,1867.2,957.8,340.2,353.8,509.4,38.666666666666664,72.46666666666667,72.73333333333333,109.4,121.2,82.4,59.0,127.8,105.4,614.1333333333333,1743458.4392156864,171.62222222222223,3164.0,684.2666666666667
4262.7,796.2,459.8,2246.3,1108.2,337.8,387.7,515.1,44.83333333333333,84.03333333333333,74.76666666666667,111.1,121.3,80.6,61.5,127.7,105.1,642.6313725490196,1858049.5988465976,181.1277777777778,3254.5,747.4
4064.6,837.6,512.4,2625.4,1258.6,335.4,421.6,520.8,51.0,95.6,76.8,112.8,121.4,78.8,64.0,127.6,104.8,671.1294117647059,1972640.758477509,190.63333333333333,3345.0,810.5333333333333
3866.5,879.0,565.0,3004.5,1409.0,333.0,455.5,526.5,57.16666666666667,107.16666666666666,78.83333333333334,114.5,121.5,77.0,66.5,127.5,104.5,699.6274509803922,2087231.91810842,200.13888888888889,3435.5,873.6666666666666
