S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
30,75,156,9,18,72,63,39,73,60,18,27,36,18,129,51,144,52.0,1389.6923076923078,19.5,80.25,45.142857142857146,34.5,136.5
81,72,66,30,36,51,63,39,45,60,28,45,36,39,39,18,123,50.15384615384615,262.8994082840237,55.5,56.25,45.142857142857146,28.5,81.0
90,27,81,123,36,39,76,28,45,39,39,45,81,30,39,18,108,57.61538461538461,799.6213017751483,106.5,45.75,50.42857142857143,24.0,73.5
99,57,102,129,45,57,81,93,27,51,45,36,81,9,39,81,120,69.46153846153847,851.3254437869822,114.0,65.25,59.142857142857146,45.0,79.5
78,132,81,45,36,39,72,93,18,51,51,54,49,63,54,96,93,61.46153846153846,806.0946745562131,61.5,72.0,55.42857142857143,79.5,73.5
72,51,84,18,57,48,54,46,18,25,49,63,18,63,147,60,63,46.38461538461539,417.15976331360946,45.0,60.0,39.0,61.5,105.0
69,51,27,30,18,69,117,60,33,0,48,63,18,108,102,105,135,46.38461538461539,852.3905325443786,49.5,41.25,48.42857142857143,106.5,118.5
51,18,36,69,54,987,117,60,39,0,48,40,45,42,63,84,144,120.3076923076923,63280.366863905336,60.0,273.75,49.857142857142854,63.0,103.5
18,27,9,36,45,4698,85,39,39,15,48,18,54,9,69,69,111,394.6923076923077,1543579.1360946742,27.0,1194.75,42.57142857142857,39.0,90.0
39,48,39,36,87,942,54,42,46,42,39,18,54,0,18,90,99,114.3076923076923,57310.36686390533,37.5,279.0,42.142857142857146,45.0,58.5
189,234,84,102,27,291,54,42,51,42,30,36,49,75,63,108,60,94.6923076923077,6955.597633136098,145.5,159.0,43.42857142857143,91.5,61.5
7077,801,351,1260,45,930,156,864,51,64,69,84,162,150,81,72,57,916.4615384615385,3323086.4023668636,4168.5,531.75,207.14285714285714,111.0,69.0
2661,1170,1572,2847,318,657,987,1122,138,429,108,84,162,123,90,69,45,942.6923076923077,806738.0591715978,2754.0,929.25,432.85714285714283,96.0,67.5
2451,2226,1686,1332,924,2274,987,1122,138,429,150,619,354,90,72,81,48,1130.1538461538462,612849.5147928994,1891.5,1777.5,542.7142857142857,85.5,60.0
2706,2910,1842,1485,1257,1005,1213,1108,138,522,192,1179,924,69,60,102,60,1267.7692307692307,642764.3313609468,2095.5,1753.5,753.7142857142857,85.5,60.0
3480,2382,1677,1380,1281,201,1569,1191,175,765,573,1695,924,69,69,249,51,1330.2307692307693,748458.1775147928,2430.0,1385.25,984.5714285714286,159.0,60.0
2679,2718,2091,1458,1575,810,2508,1191,969,765,954,1506,945,30,60,549,90,1551.4615384615386,477831.9408284024,2068.5,1798.5,1262.5714285714287,289.5,75.0
1911,1410,1815,1413,1929,1278,1752,1176,969,763,880,1158,909,162,114,1290,195,1335.6153846153845,154623.46745562128,1662.0,1608.0,1086.7142857142858,726.0,154.5
1365,1050,1644,1452,1728,1554,1527,1581,1333,675,807,1158,909,156,114,966,186,1291.0,107162.3076923077,1408.5,1494.0,1141.4285714285713,561.0,150.0
1491,918,1143,1380,1530,1146,1527,1581,1758,675,880,1189,907,114,69,762,87,1240.3846153846155,101378.23668639055,1435.5,1184.25,1216.7142857142858,438.0,78.0
1680,966,891,1485,1575,1134,1533,1494,1758,1093,954,987,945,165,36,690,66,1268.8461538461538,95097.97633136097,1582.5,1141.5,1252.0,427.5,51.0
1917,918,921,915,1647,1038,1047,1152,1425,1134,891,1398,945,162,39,606,78,1180.6153846153845,96480.85207100591,1416.0,1131.0,1141.7142857142858,384.0,58.5
1347,1350,1077,1242,1215,1410,1143,1152,1182,1134,828,1308,952,288,60,654,72,1180.0,24762.46153846154,1294.5,1263.0,1099.857142857143,471.0,66.0
1581,954,1287,1086,1206,1302,864,1095,1182,1003,1056,996,642,216,30,954,48,1096.4615384615386,48776.09467455622,1333.5,1187.25,976.8571428571429,585.0,39.0
1137,993,891,1062,1239,918,858,1053,1083,1245,1284,996,642,117,60,990,132,1030.8461538461538,29595.514792899416,1099.5,1010.25,1023.0,553.5,96.0
1272,969,639,1119,1131,1290,858,1053,1131,1245,1431,966,682,111,93,882,48,1060.4615384615386,50874.24852071006,1195.5,1007.25,1052.2857142857142,496.5,70.5
1161,690,720,627,1014,1206,951,1042,1131,1123,1578,822,873,102,78,573,111,995.2307692307693,61556.79289940828,894.0,907.5,1074.2857142857142,337.5,94.5
987,810,807,546,1500,1026,897,1044,1158,1392,1140,750,873,180,84,642,90,994.6153846153846,63025.775147929,766.5,1035.75,1036.2857142857142,411.0,87.0
900,1242,966,534,1020,822,1035,1044,1005,1392,702,618,973,171,69,810,39,942.5384615384615,51411.0177514793,717.0,1012.5,967.0,490.5,54.0
1086,1002,942,783,651,954,1020,975,1005,1311,711,810,1044,204,105,918,39,945.6923076923077,27904.366863905325,934.5,887.25,982.2857142857143,561.0,72.0
1035,702,966,831,789,1014,888,981,1047,813,720,810,1044,165,60,654,60,895.3846153846154,14515.775147928996,933.0,867.75,900.4285714285714,409.5,60.0
786,693,996,867,846,906,888,981,870,813,907,733,904,318,39,774,123,860.7692307692307,7094.0236686390535,826.5,860.25,870.8571428571429,546.0,81.0
615,849,882,744,1056,930,856,984,870,972,1095,825,663,186,27,654,120,872.3846153846154,18361.775147928995,679.5,929.25,895.0,420.0,73.5
792,654,801,675,864,954,687,822,886,969,973,621,663,288,60,750,147,797.0,14973.076923076924,733.5,818.25,803.0,519.0,103.5
648,690,696,714,669,1194,852,822,1023,969,852,495,661,252,60,606,108,791.1538461538462,32409.514792899416,681.0,812.25,810.5714285714286,429.0,84.0
768,642,648,558,819,774,723,886,1023,829,702,522,912,357,36,654,93,754.3076923076923,18836.828402366868,663.0,720.75,799.5714285714286,505.5,64.5
744,498,591,696,777,654,642,927,969,783,552,522,912,372,114,522,117,712.8461538461538,22554.745562130178,720.0,630.0,758.1428571428571,447.0,115.5
852,546,660,684,681,954,642,927,690,783,532,432,769,174,159,783,102,704.0,21541.23076923077,768.0,710.25,682.1428571428571,478.5,130.5
930,462,648,618,573,906,624,903,690,882,513,381,534,99,141,1008,87,666.4615384615385,31339.17159763314,774.0,647.25,646.7142857142857,553.5,114.0
681,498,627,624,420,582,441,666,811,711,604,618,534,96,117,630,36,601.3076923076923,10934.366863905327,652.5,531.75,626.4285714285714,363.0,76.5
723,750,744,687,525,702,567,666,909,711,696,654,510,216,84,522,111,680.3076923076923,10123.136094674555,705.0,680.25,673.2857142857143,369.0,97.5
657,642,525,627,471,654,717,723,909,843,682,447,576,213,84,570,153,651.7692307692307,16164.639053254441,642.0,573.0,699.5714285714286,391.5,118.5
429,606,723,594,570,642,600,654,769,585,669,447,576,144,150,324,30,604.9230769230769,8249.147928994083,511.5,635.25,614.2857142857143,234.0,90.0
351,630,651,417,465,594,600,654,747,585,589,507,487,114,60,300,21,559.7692307692307,10961.562130177517,384.0,585.0,595.5714285714286,207.0,40.5
801,918,564,342,627,630,660,571,747,610,510,489,387,126,60,390,63,604.3076923076923,23285.597633136098,571.5,684.75,567.7142857142857,258.0,61.5
561,870,522,447,612,786,585,549,682,564,457,369,387,234,171,513,69,568.5384615384615,19677.786982248523,504.0,697.5,513.2857142857143,373.5,120.0
534,414,462,291,546,690,726,549,522,564,405,348,462,306,198,636,66,501.0,14116.153846153848,412.5,528.0,510.85714285714283,471.0,132.0
525,246,480,408,393,678,501,573,522,603,418,384,381,252,138,720,48,470.15384615384613,12024.745562130181,466.5,449.25,483.14285714285717,486.0,93.0
498,354,453,987,627,630,339,546,498,483,432,384,381,198,48,525,99,508.61538461538464,27179.4674556213,742.5,516.0,437.57142857142856,361.5,73.5
414,414,537,672,585,441,339,546,525,483,370,309,351,264,48,522,87,460.46153846153845,10820.094674556214,543.0,494.25,417.57142857142856,393.0,67.5
465,366,489,228,585,561,390,510,525,631,309,276,297,156,81,537,72,433.2307692307692,15702.177514792898,346.5,500.25,419.7142857142857,346.5,76.5
483,402,285,792,426,678,462,621,553,600,303,396,297,174,39,690,117,484.46153846153845,22702.402366863906,637.5,447.75,461.7142857142857,432.0,78.0
657,249,453,510,222,669,537,621,441,600,297,345,376,132,81,558,72,459.7692307692308,21912.639053254436,583.5,398.25,459.57142857142856,345.0,76.5
618,243,441,699,357,537,441,474,441,550,307,252,363,147,102,558,72,440.2307692307692,17391.715976331358,658.5,394.5,404.0,352.5,87.0
531,300,303,309,555,570,306,339,469,492,318,252,363,156,123,387,120,392.84615384615387,11760.745562130178,420.0,432.0,362.7142857142857,271.5,121.5
522,201,402,318,609,618,306,339,450,492,315,349,349,156,123,324,87,405.38461538461536,14460.698224852069,420.0,457.5,371.42857142857144,240.0,105.0
354,255,372,249,348,498,252,399,450,616,312,411,372,141,60,330,87,376.0,10096.615384615385,301.5,368.25,401.7142857142857,235.5,73.5
453,291,294,195,414,513,228,384,421,576,450,255,372,168,63,357,111,372.7692307692308,12064.792899408287,324.0,378.0,383.7142857142857,262.5,87.0
507,339,285,243,516,630,282,384,393,576,588,150,306,141,54,339,141,399.9230769230769,20868.07100591716,375.0,442.5,382.7142857142857,240.0,97.5
408,360,360,195,417,642,348,340,393,550,493,252,327,114,96,411,78,391.15384615384613,12912.284023668637,301.5,444.75,386.14285714285717,262.5,87.0
279,489,273,171,321,630,207,162,487,492,399,252,327,99,81,480,69,345.3076923076923,19118.98224852071,225.0,428.25,332.2857142857143,289.5,75.0
210,681,273,369,312,681,207,162,405,492,358,229,325,93,78,348,87,361.84615384615387,26072.591715976338,289.5,486.75,311.14285714285717,220.5,82.5
351,492,222,453,390,336,247,288,405,526,318,168,255,60,45,582,69,342.38461538461536,10755.92899408284,402.0,360.0,315.2857142857143,321.0,57.0
219,180,201,276,399,321,198,294,414,630,216,246,255,225,27,462,141,296.0769230769231,14285.609467455623,247.5,275.25,321.85714285714283,343.5,84.0
291,249,189,192,315,234,534,294,519,630,114,195,334,204,18,357,108,314.61538461538464,22069.31360946746,241.5,246.75,374.2857142857143,280.5,63.0
258,153,171,147,297,162,438,337,519,426,250,177,144,72,27,336,90,267.61538461538464,15004.390532544377,202.5,195.75,327.2857142857143,204.0,58.5
138,348,237,138,255,300,345,450,390,228,387,177,144,234,48,411,48,272.0769230769231,10422.5325443787,138.0,285.0,303.0,322.5,48.0
243,657,255,159,225,429,345,450,252,228,343,211,189,120,63,585,51,306.61538461538464,17569.62130177515,201.0,391.5,288.2857142857143,352.5,57.0
321,393,366,96,225,318,244,385,252,264,300,180,228,111,48,369,93,274.7692307692308,6636.946745562132,208.5,325.5,264.7142857142857,240.0,70.5
282,144,405,156,162,333,237,393,258,345,283,129,228,135,84,378,42,258.0769230769231,8063.609467455622,219.0,261.0,267.57142857142856,256.5,63.0
312,60,285,186,162,381,294,393,261,345,267,222,208,147,27,318,84,259.6923076923077,7947.443786982248,249.0,222.0,284.2857142857143,232.5,55.5
