S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3
12617.6,293.0,177.2,584.2,114.4,363.6,223.73333333333332,183.53333333333333,60.4,77.0,28.200000000000003,80.0,58.6,72.6,62.4,54.6,89.6,890.627450980392,21839714.237600923,102.2,12617.6,279.7733333333333
15074.5,332.5,181.5,643.0,127.0,398.0,244.66666666666666,204.83333333333331,61.66666666666667,77.0,27.166666666666668,82.66666666666666,59.16666666666667,72.5,67.5,57.0,90.0,1047.0980392156862,27158356.17762399,106.74242424242425,15074.5,310.4
17531.4,372.0,185.8,701.8,139.6,432.4,265.59999999999997,226.13333333333333,62.93333333333334,77.0,26.133333333333333,85.33333333333333,59.733333333333334,72.4,72.6,59.4,90.4,1203.5686274509803,32476998.11764706,111.2848484848485,17531.4,341.02666666666664
19988.3,411.5,190.1,760.5999999999999,152.2,466.79999999999995,286.5333333333333,247.43333333333334,64.2,77.0,25.1,88.0,60.3,72.3,77.69999999999999,61.8,90.8,1360.0392156862742,37795640.05767013,115.82727272727274,19988.3,371.6533333333333
22445.2,451.0,194.4,819.4,164.8,501.2,307.46666666666664,268.73333333333335,65.46666666666667,77.0,24.066666666666666,90.66666666666666,60.86666666666667,72.2,82.8,64.2,91.2,1516.5098039215684,43114281.997693196,120.36969696969697,22445.2,402.28
24902.100000000002,490.5,198.7,878.1999999999999,177.39999999999998,535.5999999999999,328.4,290.03333333333336,66.73333333333333,77.0,23.03333333333333,93.33333333333333,61.43333333333334,72.1,87.9,66.6,91.6,1672.9803921568625,48432923.93771626,124.91212121212124,24902.100000000002,432.90666666666664
27359.0,530.0,203.0,937.0,190.0,570.0,349.3333333333333,311.3333333333333,68.0,77.0,22.0,96.0,62.0,72.0,93.0,69.0,92.0,1829.4509803921567,53751565.87773933,129.45454545454547,27359.0,463.5333333333333
26216.8,569.1,204.2,957.6,242.3,525.1,395.6333333333333,328.5,66.63333333333334,76.1,21.8,100.5,64.03333333333333,73.5,93.4,68.0,90.8,1770.2352941176468,50820668.546251446,125.82424242424244,26216.8,498.62666666666667
25074.6,608.2,205.4,978.2,294.6,480.2,441.93333333333334,345.66666666666663,65.26666666666667,75.2,21.6,105.0,66.06666666666666,75.0,93.8,67.0,89.6,1711.019607843137,47889771.21476355,122.1939393939394,25074.6,533.72
23932.4,647.3,206.6,998.8,346.9,435.3,488.23333333333335,362.8333333333333,63.9,74.3,21.4,109.5,68.1,76.5,94.2,66.0,88.4,1651.8039215686272,44958873.883275665,118.56363636363636,23932.4,568.8133333333333
22790.2,686.4,207.8,1019.4,399.2,390.4,534.5333333333333,380.0,62.53333333333333,73.4,21.2,114.0,70.13333333333333,78.0,94.6,65.0,87.2,1592.5882352941176,42027976.55178778,114.93333333333334,22790.2,603.9066666666666
21648.0,725.5,209.0,1040.0,451.5,345.5,580.8333333333334,397.16666666666663,61.16666666666667,72.5,21.0,118.5,72.16666666666666,79.5,95.0,64.0,86.0,1533.3725490196077,39097079.220299885,111.30303030303031,21648.0,639.0
20505.8,764.6,210.2,1060.6,503.79999999999995,300.6,627.1333333333333,414.3333333333333,59.8,71.6,20.8,123.0,74.19999999999999,81.0,95.4,63.0,84.8,1474.156862745098,36166181.888812,107.67272727272727,20505.8,674.0933333333334
19363.6,803.7,211.4,1081.2,556.0999999999999,255.7,673.4333333333334,431.5,58.43333333333334,70.7,20.6,127.5,76.23333333333333,82.5,95.8,62.0,83.6,1414.941176470588,33235284.557324108,104.04242424242423,19363.6,709.1866666666667
18221.4,842.8,212.6,1101.8,608.4,210.8,719.7333333333333,448.66666666666663,57.06666666666667,69.8,20.4,132.0,78.26666666666667,84.0,96.2,61.0,82.4,1355.7254901960782,30304387.225836217,100.4121212121212,18221.4,744.28
17079.199999999997,881.9000000000001,213.8,1122.4,660.7,165.90000000000003,766.0333333333333,465.8333333333333,55.7,68.9,20.2,136.5,80.3,85.5,96.6,60.0,81.2,1296.5098039215686,27373489.894348327,96.78181818181818,17079.199999999997,779.3733333333334
15937.0,921.0,215.0,1143.0,713.0,121.0,812.3333333333334,483.0,54.333333333333336,68.0,20.0,141.0,82.33333333333333,87.0,97.0,59.0,80.0,1237.2941176470588,24442592.56286044,93.15151515151514,15937.0,814.4666666666667
15296.6,950.9,221.4,1131.5,688.0,118.7,852.0,512.9333333333334,52.93333333333334,71.93333333333334,25.3,143.2,81.89999999999999,84.6,94.5,57.5,79.5,1203.729411764706,22933470.47174164,93.76969696969695,15296.6,827.0666666666667
14656.2,980.8,227.8,1120.0,663.0,116.4,891.6666666666667,542.8666666666667,51.53333333333334,75.86666666666666,30.6,145.4,81.46666666666667,82.2,92.0,56.0,79.0,1170.1647058823528,21424348.380622838,94.38787878787878,14656.2,839.6666666666666
