S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
30,18,27,60,135,57,54,87,75,0,60,36,40,117,51,357,114,52.23076923076923,1089.8698224852071,45.0,59.25,50.285714285714285,237.0,82.5
60,39,36,63,27,57,63,87,75,0,76,18,45,90,30,282,60,49.69230769230769,580.828402366864,61.5,39.75,52.0,186.0,45.0
153,42,45,42,45,66,117,78,117,0,93,18,45,57,54,0,57,66.23076923076923,1752.1775147928995,97.5,49.5,66.85714285714286,28.5,55.5
111,21,54,51,45,78,117,90,90,0,70,27,31,27,108,96,69,60.38461538461539,1189.6213017751481,81.0,49.5,60.714285714285715,61.5,88.5
21,27,45,75,75,126,90,90,90,0,48,54,36,60,48,39,39,59.76923076923077,1130.4852071005919,48.0,68.25,58.285714285714285,49.5,43.5
39,9,36,0,129,108,72,94,94,0,58,27,36,93,78,75,60,54.0,1656.923076923077,19.5,70.5,54.42857142857143,84.0,69.0
72,21,45,39,63,51,54,36,36,42,69,39,58,69,57,66,39,48.07692307692308,200.8402366863905,55.5,45.0,47.714285714285715,67.5,48.0
78,69,66,27,9,51,72,36,36,42,76,27,99,36,18,42,39,52.92307692307692,618.9940828402366,52.5,48.75,55.42857142857143,39.0,28.5
27,48,105,0,27,72,45,51,39,46,84,27,99,36,27,60,9,51.53846153846154,868.4023668639054,13.5,63.0,55.857142857142854,48.0,18.0
546,39,156,39,45,105,45,117,51,42,61,61,124,9,57,27,30,110.07692307692308,17224.686390532544,292.5,86.25,71.57142857142857,18.0,43.5
32952,84,156,48,36,129,58,117,51,42,39,162,54,54,96,39,69,2609.846153846154,76722398.13017751,16500.0,101.25,74.71428571428571,46.5,82.5
7608,63,54,345,9,114,165,78,43,47,42,93,54,114,96,39,66,670.3846153846154,4017611.159763313,3976.5,60.0,74.57142857142857,76.5,81.0
855,84,54,165,84,84,126,186,36,52,45,63,27,60,48,57,96,143.15384615384616,44393.8224852071,510.0,76.5,76.42857142857143,58.5,72.0
22245,255,135,297,123,96,480,186,36,48,54,90,45,45,30,39,39,1853.076923076923,34667449.45562131,11271.0,152.25,134.14285714285714,42.0,34.5
39161,456,156,1908,165,252,1785,1017,58,48,63,90,45,27,0,9,39,3477.230769230769,106507917.10059172,20534.5,257.25,443.7142857142857,18.0,19.5
48687,834,378,1143,384,246,1785,2853,84,39,72,255,162,18,27,18,48,4378.615384615385,164228319.15976334,24915.0,460.5,750.0,18.0,37.5
12399,738,504,1404,570,726,1938,2853,84,60,81,285,276,75,48,18,72,1686.0,10190259.692307692,6901.5,634.5,796.7142857142857,46.5,60.0
1869,390,993,1647,936,474,2025,3169,106,60,147,429,276,75,39,60,42,963.1538461538462,832683.8224852071,1758.0,698.25,887.4285714285714,67.5,40.5
1353,2931,1068,1881,1290,858,2676,3216,348,133,213,459,355,87,36,168,27,1290.8461538461538,1066402.2840236688,1617.0,1536.75,1057.142857142857,127.5,31.5
1884,3435,1065,2187,1740,858,3459,3216,348,657,267,351,342,75,48,204,48,1523.7692307692307,1385910.6390532546,2035.5,1774.5,1234.2857142857142,139.5,48.0
2316,2082,774,1638,2160,648,3453,3528,447,657,321,351,342,117,39,432,99,1439.7692307692307,1266361.5621301774,1977.0,1416.0,1299.857142857143,274.5,69.0
1677,1242,753,1602,2445,1470,3453,2571,453,726,303,285,543,174,48,456,174,1347.923076923077,903153.3017751479,1639.5,1477.5,1190.5714285714287,315.0,111.0
1332,1110,819,1476,2373,2226,2776,2571,453,861,285,312,543,150,78,261,141,1318.2307692307693,737500.7928994083,1404.0,1632.0,1114.4285714285713,205.5,109.5
1299,846,1026,1020,2169,1290,1809,2115,403,861,324,231,543,57,60,594,144,1072.0,386775.6923076923,1159.5,1332.75,898.0,325.5,102.0
1185,1266,753,759,1731,1338,1623,1401,342,775,363,156,529,93,21,654,93,940.0769230769231,246035.45562130178,972.0,1272.0,741.2857142857143,373.5,57.0
1005,822,795,546,1596,1278,1050,1401,342,633,385,441,384,96,84,303,123,821.3846153846154,161440.08284023666,775.5,1122.75,662.2857142857143,199.5,103.5
888,678,723,651,1338,1050,1485,1222,592,633,408,441,384,279,63,324,141,807.1538461538462,121238.4378698225,769.5,947.25,737.8571428571429,301.5,102.0
1017,705,651,678,1437,1050,1485,903,1395,720,535,463,348,162,9,333,120,875.9230769230769,131914.53254437872,847.5,960.75,835.5714285714286,247.5,64.5
915,465,729,747,840,510,1086,903,1395,1023,663,588,639,288,18,180,60,807.9230769230769,61844.37869822485,831.0,636.0,899.5714285714286,234.0,39.0
741,537,723,450,1089,510,867,994,1063,1023,595,615,639,366,27,639,99,757.3846153846154,46791.15976331361,595.5,714.75,828.0,502.5,63.0
792,597,534,546,933,702,816,729,891,991,528,615,559,249,9,573,78,710.2307692307693,24263.562130177517,669.0,691.5,732.7142857142857,411.0,43.5
633,762,474,744,627,786,963,729,891,1020,519,555,477,321,9,453,48,706.1538461538462,29691.053254437866,688.5,662.25,736.2857142857143,387.0,28.5
612,582,693,876,729,690,564,742,736,1020,510,555,477,414,27,309,60,675.8461538461538,21296.899408284025,744.0,673.5,657.7142857142857,361.5,43.5
648,405,690,534,1197,870,564,687,642,993,588,466,448,231,30,378,87,671.6923076923077,47812.213017751485,591.0,790.5,626.8571428571429,304.5,58.5
948,393,648,720,795,918,564,687,642,735,666,720,471,249,39,366,75,685.1538461538462,22291.668639053256,834.0,688.5,640.7142857142857,307.5,57.0
570,570,516,543,729,882,561,661,546,735,751,597,471,249,60,240,66,625.5384615384615,12740.402366863904,556.5,674.25,617.4285714285714,244.5,63.0
624,546,468,510,711,714,588,687,342,754,837,573,450,201,0,297,141,600.3076923076923,17824.828402366868,567.0,609.75,604.4285714285714,249.0,70.5
