S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
30,36,105,81,108,105,76,99,99,75,0,111,99,132,42,54,69,78.76923076923077,1148.9467455621302,55.5,88.5,79.85714285714286,93.0,55.5
78,39,69,126,150,18,81,69,99,75,0,75,99,27,0,57,90,75.23076923076923,1512.6390532544378,102.0,69.0,71.14285714285714,42.0,45.0
117,39,48,105,60,39,36,9,85,115,0,54,94,9,9,69,111,61.61538461538461,1375.775147928994,111.0,46.5,56.142857142857146,39.0,60.0
87,36,66,54,18,201,81,9,69,48,0,81,222,39,39,60,39,74.76923076923077,4133.715976331361,70.5,80.25,72.85714285714286,49.5,39.0
99,57,57,0,84,48,90,39,69,48,0,81,222,9,96,42,39,68.76923076923077,2823.8698224852074,49.5,61.5,78.42857142857143,25.5,67.5
48,27,66,30,105,27,90,51,69,64,0,63,157,129,96,54,48,61.30769230769231,1488.9822485207098,39.0,56.25,70.57142857142857,91.5,72.0
27,30,27,39,78,18,81,51,111,72,0,45,111,183,114,144,18,53.07692307692308,1128.9940828402366,33.0,38.25,67.28571428571429,163.5,66.0
111,57,75,60,96,33,108,45,111,72,0,54,111,75,93,132,48,71.76923076923077,1120.7928994082843,85.5,65.25,71.57142857142857,103.5,70.5
69,93,75,51,75,168,72,69,94,60,0,99,96,96,9,57,81,78.53846153846153,1284.248520710059,60.0,102.75,70.0,76.5,45.0
168,120,27,69,54,672,117,69,105,30,0,63,102,150,18,39,81,122.76923076923077,27032.48520710059,118.5,218.25,69.42857142857143,94.5,49.5
546,411,87,159,93,8022,198,199,105,30,0,63,102,108,18,84,114,770.3846153846154,4403901.621301775,352.5,2153.25,99.57142857142857,96.0,66.0
846,630,309,342,264,408,198,1044,84,45,0,114,250,72,0,30,60,348.7692307692308,91816.79289940829,594.0,402.75,247.85714285714286,51.0,30.0
885,930,795,438,705,8208,378,1044,99,96,0,933,894,21,0,42,69,1185.0,4231301.538461539,661.5,2659.5,492.0,31.5,34.5
1200,1278,975,1254,792,17502,678,784,99,96,0,1821,894,69,30,60,48,2105.6153846153848,20008870.544378698,1227.0,5136.75,624.5714285714286,64.5,39.0
1371,882,1872,1617,663,2694,990,978,123,222,0,1419,1170,99,30,60,48,1077.0,521401.8461538462,1494.0,1527.75,700.2857142857143,79.5,39.0
2085,1302,1377,2493,1380,1866,1275,978,45,1977,0,1233,879,42,42,18,48,1299.2307692307693,490888.3313609467,2289.0,1481.25,912.4285714285714,30.0,45.0
1896,1362,1263,1122,1437,714,1308,1623,45,1977,0,1233,879,75,42,39,48,1143.0,341793.6923076923,1509.0,1194.0,1009.2857142857143,57.0,45.0
1278,1158,1011,759,1128,786,1308,1230,918,1483,0,1053,900,84,9,51,60,1000.9230769230769,124861.91715976331,1018.5,1020.75,984.5714285714286,67.5,34.5
936,1014,630,825,975,1122,1138,1230,1608,909,0,705,786,63,69,84,90,913.6923076923077,128707.5976331361,880.5,935.25,910.8571428571429,73.5,79.5
852,798,753,1170,840,966,891,1032,1608,909,0,759,786,63,63,72,60,874.1538461538462,112939.66863905326,1011.0,839.25,855.0,67.5,61.5
792,810,1029,873,714,990,645,726,1254,1093,0,654,819,18,9,9,99,799.9230769230769,83428.68639053254,832.5,885.75,741.5714285714286,13.5,54.0
1026,690,837,924,1053,930,372,726,1290,1023,0,567,906,303,174,60,60,795.6923076923077,103430.9822485207,975.0,877.5,697.7142857142857,181.5,117.0
711,561,408,831,852,822,612,961,1290,1023,0,567,906,57,18,72,9,734.1538461538462,94085.36094674557,771.0,660.75,765.5714285714286,64.5,13.5
558,348,546,522,555,1149,612,816,954,978,0,537,829,102,27,36,60,646.4615384615385,83157.01775147929,540.0,649.5,675.1428571428571,69.0,43.5
702,582,651,759,576,654,552,816,402,1074,0,459,543,147,36,36,45,597.6923076923077,56769.44378698225,730.5,615.75,549.4285714285714,91.5,40.5
516,345,597,771,732,702,525,666,402,1074,0,609,543,114,57,51,66,575.5384615384615,58351.63313609468,643.5,594.0,545.5714285714286,82.5,61.5
330,384,534,501,540,621,447,657,492,792,0,516,603,117,60,39,108,493.61538461538464,33298.08284023669,415.5,519.75,501.0,78.0,84.0
465,312,390,429,483,501,441,657,441,468,0,495,810,51,84,30,93,453.2307692307692,31101.86982248521,447.0,421.5,473.14285714285717,40.5,88.5
399,264,330,639,480,525,522,511,441,468,0,495,810,42,42,21,78,452.61538461538464,33629.928994082846,519.0,399.75,463.85714285714283,31.5,60.0
483,219,423,453,288,417,522,513,385,531,0,384,630,84,18,69,57,403.6923076923077,24141.443786982247,468.0,336.75,423.57142857142856,76.5,37.5
570,267,243,288,399,378,405,513,261,537,0,660,315,123,30,90,51,372.0,27675.69230769231,429.0,321.75,384.42857142857144,106.5,40.5
378,282,183,222,270,522,384,391,261,537,0,417,315,87,63,30,78,320.15384615384613,19078.899408284025,300.0,314.25,329.2857142857143,58.5,70.5
216,219,306,267,216,465,429,432,289,378,0,252,349,72,84,0,9,293.6923076923077,14113.905325443788,241.5,301.5,304.14285714285717,36.0,46.5
180,372,396,174,264,297,372,432,390,171,0,324,279,51,81,54,48,280.84615384615387,13813.668639053254,177.0,332.25,281.14285714285717,52.5,64.5
270,516,441,177,351,228,264,381,390,171,0,324,279,9,39,42,69,291.6923076923077,16389.905325443786,223.5,384.0,258.42857142857144,25.5,54.0
462,489,483,330,684,327,264,375,339,297,0,310,268,84,18,9,90,356.0,23334.307692307695,396.0,495.75,264.7142857142857,46.5,54.0
300,324,297,429,486,201,255,375,156,408,0,192,156,72,18,48,99,275.3076923076923,16626.674556213016,364.5,327.0,220.28571428571428,60.0,58.5
213,312,393,369,252,288,198,288,156,408,0,162,156,27,60,138,78,245.76923076923077,12158.94674556213,291.0,311.25,195.42857142857142,82.5,69.0
330,333,339,402,234,309,261,351,273,343,0,300,361,78,51,72,48,295.0769230769231,9112.07100591716,366.0,303.75,269.85714285714283,75.0,49.5
255,210,273,237,135,303,366,351,288,327,0,270,432,78,30,60,60,265.15384615384613,10955.822485207102,246.0,230.25,290.57142857142856,69.0,45.0
228,105,192,168,0,288,264,330,288,327,0,270,432,0,39,108,141,222.46153846153845,15051.940828402367,198.0,146.25,273.0,54.0,90.0
315,138,54,213,0,225,264,237,184,324,0,225,346,0,57,120,141,194.23076923076923,12444.946745562132,264.0,104.25,225.71428571428572,60.0,99.0
279,87,165,285,0,135,223,237,180,234,0,225,258,30,102,51,120,177.53846153846155,8659.171597633138,282.0,96.75,193.85714285714286,40.5,111.0
150,150,225,474,0,183,267,214,180,234,0,237,258,51,81,21,69,197.84615384615384,13223.360946745563,312.0,139.5,198.57142857142858,36.0,75.0
144,237,96,201,0,174,234,138,217,196,0,165,184,60,36,186,78,152.76923076923077,5675.715976331362,172.5,126.75,162.0,123.0,57.0
210,147,102,201,0,168,207,138,93,165,0,72,126,48,96,174,78,125.3076923076923,4572.21301775148,205.5,104.25,114.42857142857143,111.0,87.0
207,258,120,93,0,231,153,196,93,165,0,72,126,27,75,57,69,131.84615384615384,6045.9763313609465,150.0,152.25,115.0,42.0,72.0
144,108,72,102,0,192,153,225,135,162,0,84,154,18,72,78,60,117.76923076923077,4140.177514792899,123.0,93.0,130.42857142857142,48.0,66.0
156,222,111,144,0,120,171,225,300,168,0,45,81,27,72,90,60,134.07692307692307,7235.147928994084,150.0,113.25,141.42857142857142,58.5,66.0
111,69,123,144,0,66,108,193,300,168,0,81,81,36,39,39,69,111.07692307692308,5935.917159763313,127.5,64.5,133.0,37.5,54.0
162,27,279,138,0,132,135,204,246,199,0,129,90,69,48,18,90,133.92307692307693,7140.0710059171615,150.0,109.5,143.28571428571428,43.5,69.0
195,39,264,108,0,153,246,204,309,111,0,129,135,51,84,51,171,145.6153846153846,8728.082840236686,151.5,114.0,162.0,51.0,127.5
123,57,153,93,0,204,246,159,309,111,0,129,135,48,39,96,159,132.23076923076923,7170.1775147929,108.0,103.5,155.57142857142858,72.0,99.0
51,57,177,48,0,132,246,99,310,136,0,127,178,39,48,147,69,120.07692307692308,7860.994082840237,49.5,91.5,156.57142857142858,93.0,58.5
144,126,120,57,0,144,150,99,444,84,0,138,99,93,78,114,69,123.46153846153847,10936.863905325445,100.5,97.5,144.85714285714286,103.5,73.5
252,81,150,60,0,150,45,105,444,84,0,138,99,117,105,60,99,123.6923076923077,12758.059171597635,156.0,95.25,130.71428571428572,88.5,102.0
231,135,162,63,0,123,36,141,345,99,0,138,132,42,84,129,66,123.46153846153847,8095.633136094676,147.0,105.0,127.28571428571429,85.5,75.0
141,99,111,39,0,75,153,141,369,135,0,168,156,51,39,120,66,122.07692307692308,8126.840236686391,90.0,71.25,160.28571428571428,85.5,52.5
81,102,105,48,0,18,171,150,369,135,0,168,156,69,48,48,78,115.61538461538461,8887.313609467454,64.5,56.25,164.14285714285714,58.5,63.0
90,123,78,60,0,96,171,147,291,108,0,135,118,75,87,120,96,109.0,5155.384615384615,75.0,74.25,138.57142857142858,97.5,91.5
114,102,105,90,0,138,112,147,204,111,0,93,54,45,48,126,105,97.6923076923077,2858.059171597633,102.0,86.25,103.0,85.5,76.5
141,102,162,69,0,99,108,103,204,111,0,99,54,36,81,48,81,96.3076923076923,3033.905325443787,105.0,90.75,97.0,42.0,81.0
150,123,102,81,0,114,171,66,235,100,0,117,63,39,63,18,81,101.6923076923077,3817.9053254437877,115.5,84.75,107.42857142857143,28.5,72.0
96,156,63,81,0,162,135,66,252,195,0,54,84,81,36,9,90,103.38461538461539,5035.3136094674555,88.5,95.25,112.28571428571429,45.0,63.0
156,105,54,81,0,63,99,61,252,195,0,54,84,81,60,87,90,92.61538461538461,4793.92899408284,118.5,55.5,106.42857142857143,84.0,75.0
144,195,93,39,0,117,99,99,207,145,0,54,69,36,69,126,48,97.0,3958.153846153846,91.5,101.25,96.14285714285714,81.0,58.5
