S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
129,18,96,57,0,54,99,63,45,36,72,90,99,27,51,81,120,66.0,1222.6153846153848,93.0,42.0,72.0,54.0,85.5
48,9,174,72,18,42,117,102,45,42,78,111,108,51,84,42,90,74.3076923076923,2007.905325443787,60.0,60.75,86.14285714285714,46.5,87.0
18,42,162,72,36,39,63,141,27,60,84,111,108,30,96,75,48,74.07692307692308,1862.8402366863907,45.0,69.75,84.85714285714286,52.5,72.0
81,63,120,39,18,48,63,141,93,60,90,69,81,39,30,51,102,74.3076923076923,986.0591715976332,60.0,62.25,85.28571428571429,45.0,66.0
111,63,45,39,45,30,103,100,93,30,96,18,27,9,66,63,120,61.53846153846154,1073.6331360946745,75.0,45.75,66.71428571428571,36.0,93.0
78,9,72,30,63,60,126,39,55,9,78,27,27,42,54,156,120,51.76923076923077,1001.7159763313608,54.0,51.0,51.57142857142857,99.0,87.0
9,9,45,30,114,81,72,39,9,9,60,18,45,18,150,81,204,41.53846153846154,1002.2485207100594,19.5,62.25,36.0,49.5,177.0
48,51,27,60,78,60,36,49,9,9,73,18,72,36,192,72,150,45.38461538461539,525.9289940828403,54.0,54.0,38.0,54.0,171.0
30,42,57,30,27,9,36,78,4,21,87,18,72,78,132,18,120,39.30769230769231,650.0591715976332,30.0,33.75,45.142857142857146,48.0,126.0
264,282,303,165,18,21,36,78,9,21,43,45,63,102,156,45,129,103.6923076923077,11152.828402366866,214.5,156.0,42.142857142857146,73.5,142.5
3666,453,489,345,216,0,94,208,9,19,0,75,66,60,135,111,117,433.84615384615387,897322.8994082842,2005.5,289.5,67.28571428571429,85.5,126.0
2034,762,360,486,1035,18,330,318,19,18,61,81,66,9,51,171,138,429.84615384615387,306039.36094674555,1260.0,543.75,127.57142857142857,90.0,94.5
2331,1458,414,1602,1422,147,441,318,60,18,123,132,69,45,84,183,141,656.5384615384615,544161.9408284025,1966.5,860.25,165.85714285714286,114.0,112.5
1824,2454,738,1182,1563,171,360,475,60,51,112,258,90,48,81,213,189,718.3076923076923,577242.0591715977,1503.0,1231.5,200.85714285714286,130.5,135.0
1758,1062,618,393,1734,150,576,540,94,75,102,258,90,72,72,165,156,573.0769230769231,325962.99408284033,1075.5,891.0,247.85714285714286,118.5,114.0
1431,1050,462,381,1764,216,576,540,180,75,127,207,94,27,51,84,57,546.3846153846154,270420.23668639053,906.0,873.0,257.0,55.5,54.0
645,594,495,321,1344,168,649,483,180,144,153,204,99,9,69,150,153,421.46153846153845,109596.24852071004,483.0,650.25,273.14285714285717,79.5,111.0
702,462,429,414,1353,180,579,516,127,162,223,318,206,87,45,222,198,436.2307692307692,99076.02366863904,558.0,606.0,304.42857142857144,154.5,121.5
504,429,351,438,735,117,627,516,114,162,294,348,313,93,66,189,123,380.61538461538464,32912.69822485207,471.0,408.0,339.14285714285717,141.0,94.5
471,396,324,486,579,237,579,505,114,235,301,420,0,90,51,135,114,357.46153846153845,28892.556213017757,478.5,384.0,307.7142857142857,112.5,82.5
