S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5
87,120,96,78,72,72,153,132,57,264,0,123,36,93,48,207,60,99.23076923076923,3833.254437869823,82.5,90.0,109.28571428571429,150.0,54.0
99,168,183,60,90,30,117,109,64,264,0,123,36,111,102,48,42,103.3076923076923,4704.5207100591715,79.5,117.75,101.85714285714286,79.5,72.0
147,171,63,69,63,60,117,39,39,159,0,93,45,111,93,18,51,81.92307692307692,2506.6863905325445,108.0,89.25,70.28571428571429,64.5,72.0
78,198,75,39,27,72,150,39,39,93,0,63,36,72,75,60,48,69.92307692307692,2634.0710059171606,58.5,93.0,60.0,66.0,61.5
123,102,66,90,48,18,81,33,24,93,0,63,36,60,66,66,27,59.76923076923077,1255.1005917159764,106.5,58.5,47.142857142857146,63.0,46.5
93,27,36,75,27,108,204,210,18,76,0,9,54,60,18,96,78,72.07692307692308,4305.301775147929,84.0,49.5,81.57142857142857,78.0,48.0
29484,0,45,78,36,108,177,210,18,51,0,27,27,30,39,93,60,2327.769230769231,61458962.48520711,14781.0,47.25,72.85714285714286,61.5,49.5
16232,39,75,828,54,57,18,109,39,51,0,27,27,63,48,18,102,1350.4615384615386,18498907.78698225,8530.0,56.25,38.714285714285715,40.5,75.0
8670,153,60,1731,45,78,18,9,39,99,0,55,36,63,51,9,57,845.6153846153846,5301582.852071006,5200.5,84.0,36.57142857142857,36.0,54.0
4611,219,276,723,57,48,147,9,39,129,0,102,27,84,51,30,102,491.3076923076923,1448210.982248521,2667.0,150.0,64.71428571428571,57.0,76.5
6444,252,393,735,204,168,762,343,33,129,0,45,27,48,51,75,72,733.4615384615385,2775259.633136095,3589.5,254.25,191.28571428571428,61.5,61.5
4491,810,114,1848,258,180,1203,897,0,106,0,45,31,84,51,66,81,767.9230769230769,1457854.5325443787,3169.5,340.5,326.0,75.0,66.0
21984,1794,93,1194,489,51,1350,897,0,162,0,54,45,78,78,33,90,2162.5384615384614,33081042.24852071,11589.0,606.75,358.2857142857143,55.5,84.0
16851,3183,243,687,453,48,2268,2112,126,162,0,54,45,114,45,72,102,2017.8461538461538,19349654.59171598,8769.0,981.75,681.0,93.0,73.5
3549,3570,753,2109,1323,141,2268,4854,51,198,0,96,183,120,18,27,60,1468.8461538461538,2528264.1301775146,2829.0,1446.75,1092.857142857143,73.5,39.0
2820,5253,942,2778,1818,150,3067,4854,51,159,0,198,243,102,18,27,60,1717.923076923077,3246634.22485207,2799.0,2040.75,1224.5714285714287,64.5,39.0
2937,3579,702,1848,2781,255,5178,4846,228,159,0,234,243,132,18,87,48,1768.4615384615386,3305511.0177514795,2392.5,1829.25,1555.4285714285713,109.5,33.0
2052,2694,552,1251,3432,426,3324,2919,441,456,0,276,333,96,0,156,30,1396.6153846153845,1546170.3905325443,1651.5,1776.0,1107.0,126.0,15.0
1848,1674,783,1248,3339,846,1614,2919,441,1125,0,336,354,51,27,135,39,1271.3076923076924,928121.75147929,1548.0,1660.5,969.8571428571429,93.0,33.0
1344,1374,642,876,3348,1137,2193,2395,369,1125,0,336,354,51,39,156,69,1191.7692307692307,853601.2544378698,1110.0,1625.25,967.4285714285714,103.5,54.0
