S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
0.0,0.0,20.25,11.25,7.5,8.25,3.25,0.0,15.0,1.0,0.0,10.0,1.0,4.5,57.0,2.25,51.0,5.961538461538462,183.4526627218935,7.25,6.55,5.041666666666667,28.6875
0.0,4.5,4.5,0.0,0.0,8.25,3.25,0.0,13.5,0.0,0.0,5.5,64.5,0.0,59.25,0.0,27.0,8.0,1209.7189349112425,1.625,17.25,2.4166666666666665,21.5625
0.0,6.75,38.25,0.0,0.0,2.25,6.75,0.0,7.75,0.0,0.0,2.25,64.5,0.0,40.5,0.0,29.25,9.884615384615385,1527.7278106508877,3.375,14.9,7.875,17.4375
2.25,4.5,56.25,0.0,0.0,2.25,21.0,2.25,1.0,3.25,0.0,2.25,33.25,2.25,35.25,2.25,15.0,9.865384615384617,1174.366863905325,10.5,7.95,11.25,13.6875
0.0,4.5,22.5,0.0,2.25,13.5,18.75,2.25,0.0,4.5,0.0,0.0,0.0,4.5,38.25,2.25,17.25,5.25,275.0325443786983,9.375,4.05,4.875,15.5625
7.5,0.0,2.25,0.0,0.0,0.0,0.0,1.0,0.0,4.5,8.25,0.0,3.25,2.25,50.25,7.5,31.5,2.0576923076923075,30.745562130177518,0.0,1.55,3.1666666666666665,22.875
5.25,0.0,15.0,2.25,0.0,15.75,0.0,0.0,0.0,1.0,16.5,0.0,3.25,2.25,56.25,7.5,24.0,4.538461538461538,177.36982248520712,1.125,4.0,6.125,22.5
4.5,0.0,19.5,2.25,51.75,535.5,1.0,2.5,21.75,21.75,11.25,6.75,10.0,0.0,73.5,2.25,2.25,52.96153846153847,27817.198224852073,1.625,128.15,7.416666666666667,19.5
12.75,0.0,64.5,186.0,43.5,1188.75,3.25,19.0,201.75,157.0,6.0,39.0,55.0,2.25,78.75,0.0,19.5,152.03846153846155,119464.94082840235,94.625,329.2,23.541666666666668,25.125
85.5,7.5,90.0,65.25,99.75,1461.0,13.5,78.25,498.25,464.25,32.75,135.0,161.25,2.25,65.25,0.0,37.5,245.55769230769232,177729.95562130178,39.375,536.9,71.5,26.25
138.75,72.0,315.75,126.75,226.5,2055.0,29.25,182.25,924.0,588.25,14.25,352.5,310.0,0.0,66.75,29.25,117.75,410.40384615384613,317878.88165680476,78.0,820.75,179.25,53.4375
207.0,106.5,426.75,223.5,390.75,2016.0,45.0,172.5,1615.5,1063.75,187.0,448.0,499.5,0.0,54.0,53.25,94.5,569.3653846153846,396081.75147928996,134.25,1117.1,257.9583333333333,50.4375
413.25,448.5,646.5,433.5,602.25,2367.0,105.75,231.25,1830.0,1358.5,360.0,532.75,709.75,0.0,36.75,39.0,221.25,772.2307692307692,545592.9585798818,269.625,1373.5,438.7083333333333,74.25
605.25,597.75,545.25,618.0,948.0,1557.0,176.5,414.25,1795.0,1450.75,281.0,628.25,732.75,9.75,37.5,63.0,284.25,796.1346153846154,321810.58875739644,397.25,1296.7,511.9583333333333,98.625
598.5,697.5,648.75,685.5,1086.0,1170.0,385.0,589.75,1444.5,1402.5,202.5,710.25,764.5,4.5,48.0,48.75,295.5,798.8653846153846,200233.06508875743,535.25,1173.5,574.5416666666666,99.1875
569.25,594.0,870.0,816.0,1059.0,1050.0,552.0,643.25,1273.0,1224.75,255.0,808.5,677.0,6.75,41.25,55.5,247.5,799.3653846153845,134816.62130177516,684.0,1056.75,623.3333333333334,87.75
693.0,897.75,767.25,743.25,780.0,924.0,607.5,687.0,1154.25,1230.25,843.75,911.25,723.0,22.5,45.75,82.5,232.5,843.25,127870.92603550297,675.375,962.3,800.0,95.8125
750.75,921.75,647.25,786.75,893.25,798.75,560.25,744.0,924.0,1063.75,735.5,835.75,703.75,30.0,39.0,41.25,233.25,797.3461538461539,81115.28698224854,673.5,876.7,772.5,85.875
645.75,852.75,620.25,795.75,483.0,607.5,532.75,772.0,894.25,898.5,627.75,733.0,707.25,47.25,63.75,50.25,153.0,705.4230769230769,55697.14497041421,664.25,718.1,708.5833333333334,78.5625
679.5,885.0,666.0,747.75,438.0,640.5,572.5,665.5,824.25,736.0,594.5,728.5,764.25,26.25,48.75,60.0,139.5,687.8653846153846,47784.91715976331,660.125,680.6,703.1666666666666,68.625
681.0,855.75,678.75,674.25,464.25,586.5,574.0,638.5,714.0,673.0,561.75,582.0,663.25,9.0,54.75,83.25,130.5,642.0769230769231,39928.76331360947,624.125,620.2,666.2916666666666,69.375
541.5,807.0,621.75,695.25,501.75,516.0,825.75,665.0,704.25,588.0,443.75,548.25,497.5,45.0,44.25,76.5,135.0,611.9807692307693,40678.65680473373,760.5,561.5,604.5416666666666,75.1875
452.25,837.0,438.75,831.0,498.0,494.25,635.25,691.75,573.25,534.25,326.25,536.25,355.75,71.25,61.5,78.0,150.0,554.1538461538462,50233.20414201184,733.125,491.1,547.0416666666666,90.1875
501.0,451.5,474.0,733.5,438.0,376.5,602.25,636.75,472.0,390.0,337.5,501.0,337.0,27.75,78.0,57.75,102.75,480.8461538461539,32487.085798816566,667.875,402.7,483.625,66.5625
513.0,462.0,487.5,577.5,478.5,375.75,594.75,636.0,419.25,369.75,348.75,488.5,323.25,41.25,33.75,39.75,124.5,467.2692307692307,33137.93786982248,586.125,393.3,489.2916666666667,59.8125
417.75,528.0,361.5,430.5,516.75,393.0,556.0,513.0,361.75,394.75,383.5,409.75,296.0,53.25,54.0,60.75,125.25,427.86538461538464,30435.07100591716,493.25,392.45,435.5833333333333,73.3125
366.0,532.5,323.25,457.5,485.25,304.5,467.0,522.75,288.25,375.0,418.5,331.5,272.5,47.25,61.5,24.75,93.0,395.73076923076917,27528.982248520708,462.25,345.1,415.75,56.625
346.5,379.5,352.5,411.75,263.25,308.25,477.75,489.5,265.0,386.25,379.0,291.75,220.75,26.25,61.5,15.0,87.75,351.6730769230769,20336.775147929,444.75,288.7,373.125,47.625
359.25,367.5,327.0,333.0,254.25,231.0,312.0,483.75,249.0,329.25,339.75,292.5,225.25,37.5,39.0,30.0,87.0,315.6538461538462,19156.056213017753,322.5,257.75,361.625,48.375
357.0,331.5,273.75,357.75,239.25,174.0,314.25,408.25,257.5,244.75,322.0,298.75,211.75,38.25,37.5,42.75,81.75,291.5769230769231,17002.313609467456,336.0,225.45,331.875,50.0625
311.25,324.75,213.75,207.75,270.75,132.0,309.25,352.75,232.0,211.5,304.5,282.0,241.5,46.5,48.0,50.25,89.25,261.0576923076923,13316.94674556213,258.5,217.55,298.1666666666667,58.5
252.0,338.25,296.25,174.75,243.0,124.5,331.75,306.0,214.25,227.75,261.5,279.0,200.5,24.0,57.75,48.75,111.0,249.96153846153845,13669.576923076922,253.25,202.0,288.8333333333333,60.375
249.0,301.5,264.0,176.25,222.75,182.25,274.5,310.75,244.75,195.0,183.0,121.5,146.5,33.75,55.5,38.25,72.0,220.90384615384616,13167.662721893494,225.375,198.25,238.29166666666666,49.875
143.25,207.75,170.25,155.25,120.0,168.75,232.5,247.0,223.5,188.25,159.25,147.75,135.0,30.0,60.75,42.0,51.0,176.80769230769232,7510.550295857988,193.875,167.1,179.20833333333334,45.9375
156.0,213.0,169.5,192.75,160.5,161.25,229.5,189.25,197.5,183.25,135.75,197.25,151.75,43.5,48.0,107.25,81.75,179.78846153846155,6773.46449704142,211.125,170.85,176.79166666666666,70.125
180.0,151.5,191.25,225.0,172.5,142.5,217.5,157.0,131.25,193.75,106.0,200.5,130.75,51.0,72.75,51.0,84.75,169.19230769230768,5304.807692307692,221.25,154.15,164.375,64.875
145.5,186.75,187.5,135.0,151.5,99.0,225.75,150.25,100.5,206.5,76.5,205.0,105.0,43.5,66.75,64.5,60.75,151.90384615384616,6637.3905325443775,180.375,132.5,158.58333333333334,58.875
134.25,186.0,182.25,129.75,93.0,74.25,192.25,151.0,93.75,166.0,59.75,183.0,102.5,54.75,64.5,39.75,44.25,134.44230769230768,5273.538461538461,161.0,105.9,149.375,50.8125
108.75,170.25,174.75,122.25,89.25,73.5,162.0,150.75,86.5,131.5,43.5,82.5,90.0,45.0,66.75,18.0,42.0,114.26923076923077,4030.5147928994083,142.125,94.15,121.75,42.9375
